GTS_USER_PROJECT_ID,GTS_USER_ID,GTS_USER_PROJECT_NAME,GTS_USER_PROJECT_SKILL_IDS,GTS_USER_PROJECT_START_DATE,GTS_USER_PROJECT_END_DATE,GTS_USER_TEAM_SIZE,GTS_PROJECT_DESCRIPTION,GTS_PROJECT_INSTITUTE_ID,GTS_PROJECT_COMPANY_ID
702,452,E-commerce Website Development,12,06-01-2023,06-01-2023,7,Built a responsive web store with secure payments and user login.,69,259
703,796,Cloud Architecture Design,7,11/18/2023,11/18/2023,5,Designed a scalable cloud system using AWS services for high uptime.,89,78
704,891,E-commerce Website Development,10,07-08-2023,07-08-2023,4,Built a responsive web store with secure payments and user login.,49,435
705,963,Project on AI for Healthcare,9,12-12-2020,12-12-2020,9,Developed a model for predicting health outcomes using machine learning.,15,61
706,548,Content Marketing Campaign,11,11/23/2020,11/23/2020,2,"Created blog posts, videos, and infographics for a product launch.",21,430
707,925,Network Security Assessment,3,1/14/2022,1/14/2022,6,Conducted audits and applied firewall and encryption strategies.,94,8
708,576,Project on AI for Healthcare,3,1/14/2024,1/14/2024,4,Developed a model for predicting health outcomes using machine learning.,45,279
709,252,E-commerce Website Development,6,6/24/2021,6/24/2021,8,Built a responsive web store with secure payments and user login.,10,159
710,960,Network Security Assessment,11,06-12-2021,06-12-2021,1,Conducted audits and applied firewall and encryption strategies.,57,37
711,748,Mobile App Prototype Design,3,7/16/2021,7/16/2021,5,Prototyped a mobile app with a strong focus on UX and accessibility.,50,135
712,695,Content Marketing Campaign,18,09-02-2021,09-02-2021,5,"Created blog posts, videos, and infographics for a product launch.",62,60
713,853,Cloud Architecture Design,12,11-09-2023,11-09-2023,1,Designed a scalable cloud system using AWS services for high uptime.,85,246
714,990,Mobile App Prototype Design,9,12/27/2024,12/27/2024,5,Prototyped a mobile app with a strong focus on UX and accessibility.,64,84
715,232,E-commerce Website Development,3,04-08-2020,04-08-2020,1,Built a responsive web store with secure payments and user login.,97,196
716,346,Cloud Architecture Design,16,8/18/2020,8/18/2020,6,Designed a scalable cloud system using AWS services for high uptime.,88,37
717,710,Mobile App Prototype Design,20,2/26/2020,2/26/2020,9,Prototyped a mobile app with a strong focus on UX and accessibility.,96,437
718,644,E-commerce Website Development,2,05-05-2024,05-05-2024,3,Built a responsive web store with secure payments and user login.,52,286
719,779,Content Marketing Campaign,10,06-09-2023,06-09-2023,2,"Created blog posts, videos, and infographics for a product launch.",1,494
720,523,E-commerce Website Development,14,03-02-2020,03-02-2020,3,Built a responsive web store with secure payments and user login.,75,142
721,803,E-commerce Website Development,11,10/30/2023,10/30/2023,1,Built a responsive web store with secure payments and user login.,39,349
722,841,Mobile App Prototype Design,8,1/16/2022,1/16/2022,3,Prototyped a mobile app with a strong focus on UX and accessibility.,89,382
723,523,Project on AI for Healthcare,19,04-10-2023,04-10-2023,8,Developed a model for predicting health outcomes using machine learning.,24,440
724,967,Project on AI for Healthcare,12,5/29/2022,5/29/2022,1,Developed a model for predicting health outcomes using machine learning.,48,397
725,392,Network Security Assessment,18,6/18/2021,6/18/2021,3,Conducted audits and applied firewall and encryption strategies.,14,350
726,952,Content Marketing Campaign,1,2/17/2020,2/17/2020,9,"Created blog posts, videos, and infographics for a product launch.",16,451
727,6,E-commerce Website Development,4,1/18/2022,1/18/2022,10,Built a responsive web store with secure payments and user login.,69,229
728,529,E-commerce Website Development,17,12/19/2023,12/19/2023,7,Built a responsive web store with secure payments and user login.,13,177
729,784,E-commerce Website Development,8,1/17/2022,1/17/2022,5,Built a responsive web store with secure payments and user login.,83,187
730,211,Project on AI for Healthcare,9,08-03-2022,08-03-2022,3,Developed a model for predicting health outcomes using machine learning.,85,389
731,759,Mobile App Prototype Design,5,04-01-2021,04-01-2021,9,Prototyped a mobile app with a strong focus on UX and accessibility.,61,148
732,659,Cloud Architecture Design,9,5/20/2023,5/20/2023,3,Designed a scalable cloud system using AWS services for high uptime.,66,191
733,844,Cloud Architecture Design,13,8/27/2023,8/27/2023,8,Designed a scalable cloud system using AWS services for high uptime.,48,296
734,60,Network Security Assessment,9,04-07-2023,04-07-2023,2,Conducted audits and applied firewall and encryption strategies.,67,427
735,765,E-commerce Website Development,2,06-04-2022,06-04-2022,4,Built a responsive web store with secure payments and user login.,21,442
736,810,E-commerce Website Development,18,07-08-2022,07-08-2022,7,Built a responsive web store with secure payments and user login.,98,88
737,542,Network Security Assessment,9,03-06-2024,03-06-2024,9,Conducted audits and applied firewall and encryption strategies.,91,7
738,354,Content Marketing Campaign,8,3/26/2022,3/26/2022,2,"Created blog posts, videos, and infographics for a product launch.",18,61
739,819,Mobile App Prototype Design,2,1/20/2023,1/20/2023,4,Prototyped a mobile app with a strong focus on UX and accessibility.,69,183
740,160,Mobile App Prototype Design,16,05-03-2023,05-03-2023,8,Prototyped a mobile app with a strong focus on UX and accessibility.,81,135
741,59,Cloud Architecture Design,20,12-12-2022,12-12-2022,4,Designed a scalable cloud system using AWS services for high uptime.,27,317
742,141,Cloud Architecture Design,5,3/30/2021,3/30/2021,4,Designed a scalable cloud system using AWS services for high uptime.,37,94
743,348,Cloud Architecture Design,5,5/24/2021,5/24/2021,5,Designed a scalable cloud system using AWS services for high uptime.,60,204
744,655,Network Security Assessment,14,01-11-2022,01-11-2022,10,Conducted audits and applied firewall and encryption strategies.,91,46
745,622,Network Security Assessment,6,3/26/2022,3/26/2022,7,Conducted audits and applied firewall and encryption strategies.,100,295
746,917,E-commerce Website Development,3,03-09-2020,03-09-2020,2,Built a responsive web store with secure payments and user login.,88,229
747,16,Project on AI for Healthcare,14,05-06-2022,05-06-2022,1,Developed a model for predicting health outcomes using machine learning.,76,378
748,124,Content Marketing Campaign,13,8/17/2024,8/17/2024,1,"Created blog posts, videos, and infographics for a product launch.",62,167
749,799,E-commerce Website Development,19,4/13/2023,4/13/2023,10,Built a responsive web store with secure payments and user login.,17,451
750,173,Content Marketing Campaign,18,7/19/2024,7/19/2024,2,"Created blog posts, videos, and infographics for a product launch.",93,338
751,910,Content Marketing Campaign,8,05-06-2023,05-06-2023,6,"Created blog posts, videos, and infographics for a product launch.",64,242
752,814,Network Security Assessment,8,02-10-2023,02-10-2023,8,Conducted audits and applied firewall and encryption strategies.,5,394
753,926,Network Security Assessment,3,06-10-2020,06-10-2020,7,Conducted audits and applied firewall and encryption strategies.,16,243
754,640,E-commerce Website Development,5,12-01-2022,12-01-2022,2,Built a responsive web store with secure payments and user login.,68,309
755,112,Project on AI for Healthcare,2,9/27/2020,9/27/2020,3,Developed a model for predicting health outcomes using machine learning.,1,482
756,325,E-commerce Website Development,10,6/17/2023,6/17/2023,4,Built a responsive web store with secure payments and user login.,45,363
757,34,E-commerce Website Development,9,10-10-2023,10-10-2023,6,Built a responsive web store with secure payments and user login.,86,128
758,907,Content Marketing Campaign,12,09-06-2023,09-06-2023,5,"Created blog posts, videos, and infographics for a product launch.",11,153
759,850,Content Marketing Campaign,18,4/22/2021,4/22/2021,6,"Created blog posts, videos, and infographics for a product launch.",83,192
760,551,Network Security Assessment,6,03-09-2023,03-09-2023,6,Conducted audits and applied firewall and encryption strategies.,21,203
761,124,Project on AI for Healthcare,5,07-08-2021,07-08-2021,5,Developed a model for predicting health outcomes using machine learning.,23,86
762,279,Project on AI for Healthcare,19,08-08-2023,08-08-2023,9,Developed a model for predicting health outcomes using machine learning.,37,346
763,300,Content Marketing Campaign,2,6/29/2020,6/29/2020,8,"Created blog posts, videos, and infographics for a product launch.",8,237
764,718,E-commerce Website Development,3,05-06-2021,05-06-2021,1,Built a responsive web store with secure payments and user login.,50,449
765,132,Network Security Assessment,4,04-06-2023,04-06-2023,4,Conducted audits and applied firewall and encryption strategies.,14,429
766,352,Network Security Assessment,15,8/28/2024,8/28/2024,3,Conducted audits and applied firewall and encryption strategies.,5,437
767,575,E-commerce Website Development,16,7/14/2021,7/14/2021,10,Built a responsive web store with secure payments and user login.,92,381
768,337,E-commerce Website Development,10,12-12-2024,12-12-2024,7,Built a responsive web store with secure payments and user login.,63,275
769,811,Mobile App Prototype Design,17,2/28/2024,2/28/2024,9,Prototyped a mobile app with a strong focus on UX and accessibility.,78,330
770,145,Content Marketing Campaign,5,05-02-2020,05-02-2020,3,"Created blog posts, videos, and infographics for a product launch.",76,427
771,954,Mobile App Prototype Design,13,10-02-2020,10-02-2020,5,Prototyped a mobile app with a strong focus on UX and accessibility.,19,13
772,487,E-commerce Website Development,10,10/28/2020,10/28/2020,1,Built a responsive web store with secure payments and user login.,84,195
773,683,Cloud Architecture Design,12,02-05-2023,02-05-2023,6,Designed a scalable cloud system using AWS services for high uptime.,74,48
774,562,E-commerce Website Development,6,09-05-2022,09-05-2022,5,Built a responsive web store with secure payments and user login.,25,181
775,22,Content Marketing Campaign,19,8/19/2021,8/19/2021,6,"Created blog posts, videos, and infographics for a product launch.",42,327
776,797,E-commerce Website Development,4,01-06-2024,01-06-2024,4,Built a responsive web store with secure payments and user login.,79,221
777,38,Content Marketing Campaign,11,10-12-2022,10-12-2022,4,"Created blog posts, videos, and infographics for a product launch.",100,204
778,665,Mobile App Prototype Design,8,6/13/2024,6/13/2024,3,Prototyped a mobile app with a strong focus on UX and accessibility.,28,366
779,947,Mobile App Prototype Design,15,3/28/2022,3/28/2022,9,Prototyped a mobile app with a strong focus on UX and accessibility.,26,355
780,1,Project on AI for Healthcare,16,7/14/2023,7/14/2023,10,Developed a model for predicting health outcomes using machine learning.,90,461
781,945,Content Marketing Campaign,1,10/18/2024,10/18/2024,5,"Created blog posts, videos, and infographics for a product launch.",90,373
782,305,Content Marketing Campaign,20,4/17/2024,4/17/2024,8,"Created blog posts, videos, and infographics for a product launch.",19,289
783,86,E-commerce Website Development,20,6/19/2023,6/19/2023,4,Built a responsive web store with secure payments and user login.,77,315
784,762,Mobile App Prototype Design,10,4/25/2021,4/25/2021,3,Prototyped a mobile app with a strong focus on UX and accessibility.,69,122
785,944,Cloud Architecture Design,3,9/27/2022,9/27/2022,6,Designed a scalable cloud system using AWS services for high uptime.,68,123
786,444,Network Security Assessment,14,5/23/2021,5/23/2021,6,Conducted audits and applied firewall and encryption strategies.,50,235
787,974,Mobile App Prototype Design,6,12/18/2023,12/18/2023,2,Prototyped a mobile app with a strong focus on UX and accessibility.,57,88
788,244,Network Security Assessment,1,4/14/2023,4/14/2023,4,Conducted audits and applied firewall and encryption strategies.,9,346
789,101,Mobile App Prototype Design,10,10/26/2023,10/26/2023,7,Prototyped a mobile app with a strong focus on UX and accessibility.,77,193
790,746,Cloud Architecture Design,16,10-02-2020,10-02-2020,4,Designed a scalable cloud system using AWS services for high uptime.,85,395
791,14,Project on AI for Healthcare,12,1/29/2024,1/29/2024,3,Developed a model for predicting health outcomes using machine learning.,18,34
792,832,Content Marketing Campaign,16,1/25/2020,1/25/2020,10,"Created blog posts, videos, and infographics for a product launch.",35,213
793,452,Content Marketing Campaign,8,6/25/2022,6/25/2022,4,"Created blog posts, videos, and infographics for a product launch.",31,466
794,751,Content Marketing Campaign,9,3/24/2021,3/24/2021,9,"Created blog posts, videos, and infographics for a product launch.",39,175
795,144,Network Security Assessment,12,01-06-2024,01-06-2024,4,Conducted audits and applied firewall and encryption strategies.,83,480
796,819,Project on AI for Healthcare,12,1/31/2022,1/31/2022,9,Developed a model for predicting health outcomes using machine learning.,99,327
797,697,Mobile App Prototype Design,4,9/29/2021,9/29/2021,5,Prototyped a mobile app with a strong focus on UX and accessibility.,57,70
798,310,E-commerce Website Development,12,5/15/2023,5/15/2023,2,Built a responsive web store with secure payments and user login.,9,132
799,456,Cloud Architecture Design,18,9/26/2023,9/26/2023,5,Designed a scalable cloud system using AWS services for high uptime.,97,144
800,844,E-commerce Website Development,16,3/22/2024,3/22/2024,3,Built a responsive web store with secure payments and user login.,48,357
801,177,E-commerce Website Development,12,04-05-2022,04-05-2022,4,Built a responsive web store with secure payments and user login.,100,321
802,698,E-commerce Website Development,5,11/19/2021,11/19/2021,3,Built a responsive web store with secure payments and user login.,18,474
803,908,Cloud Architecture Design,20,04-09-2024,04-09-2024,7,Designed a scalable cloud system using AWS services for high uptime.,88,391
804,219,E-commerce Website Development,10,3/23/2024,3/23/2024,10,Built a responsive web store with secure payments and user login.,52,376
805,903,Cloud Architecture Design,15,11/21/2021,11/21/2021,5,Designed a scalable cloud system using AWS services for high uptime.,16,23
806,35,Project on AI for Healthcare,6,8/25/2022,8/25/2022,4,Developed a model for predicting health outcomes using machine learning.,89,185
807,932,Project on AI for Healthcare,13,3/19/2022,3/19/2022,6,Developed a model for predicting health outcomes using machine learning.,17,184
808,659,Network Security Assessment,3,05-05-2021,05-05-2021,7,Conducted audits and applied firewall and encryption strategies.,18,300
809,35,Network Security Assessment,18,12/18/2020,12/18/2020,6,Conducted audits and applied firewall and encryption strategies.,19,239
810,225,Project on AI for Healthcare,1,6/17/2023,6/17/2023,3,Developed a model for predicting health outcomes using machine learning.,73,229
811,384,Project on AI for Healthcare,17,01-08-2022,01-08-2022,4,Developed a model for predicting health outcomes using machine learning.,87,427
812,178,Network Security Assessment,12,05-06-2024,05-06-2024,7,Conducted audits and applied firewall and encryption strategies.,72,104
813,693,Project on AI for Healthcare,14,9/24/2023,9/24/2023,3,Developed a model for predicting health outcomes using machine learning.,60,152
814,486,E-commerce Website Development,3,10/18/2022,10/18/2022,5,Built a responsive web store with secure payments and user login.,43,373
815,123,Mobile App Prototype Design,4,2/16/2021,2/16/2021,4,Prototyped a mobile app with a strong focus on UX and accessibility.,90,465
816,548,Content Marketing Campaign,6,11/16/2022,11/16/2022,5,"Created blog posts, videos, and infographics for a product launch.",17,55
817,262,Network Security Assessment,4,8/26/2021,8/26/2021,2,Conducted audits and applied firewall and encryption strategies.,6,229
818,332,Network Security Assessment,17,12/29/2021,12/29/2021,4,Conducted audits and applied firewall and encryption strategies.,72,28
819,952,Content Marketing Campaign,15,06-11-2021,06-11-2021,2,"Created blog posts, videos, and infographics for a product launch.",48,490
820,683,Cloud Architecture Design,13,08-03-2022,08-03-2022,10,Designed a scalable cloud system using AWS services for high uptime.,92,227
821,365,Network Security Assessment,16,3/16/2022,3/16/2022,7,Conducted audits and applied firewall and encryption strategies.,30,88
822,565,Cloud Architecture Design,15,04-06-2020,04-06-2020,9,Designed a scalable cloud system using AWS services for high uptime.,14,140
823,434,Project on AI for Healthcare,4,12/25/2020,12/25/2020,4,Developed a model for predicting health outcomes using machine learning.,86,393
824,570,Cloud Architecture Design,11,10/16/2023,10/16/2023,5,Designed a scalable cloud system using AWS services for high uptime.,60,440
825,239,E-commerce Website Development,12,5/24/2020,5/24/2020,3,Built a responsive web store with secure payments and user login.,34,12
826,546,Mobile App Prototype Design,17,12-02-2023,12-02-2023,10,Prototyped a mobile app with a strong focus on UX and accessibility.,84,224
827,625,Mobile App Prototype Design,10,6/20/2020,6/20/2020,8,Prototyped a mobile app with a strong focus on UX and accessibility.,48,103
828,654,E-commerce Website Development,13,08-07-2023,08-07-2023,9,Built a responsive web store with secure payments and user login.,91,312
829,989,E-commerce Website Development,16,8/19/2021,8/19/2021,5,Built a responsive web store with secure payments and user login.,92,432
830,754,Cloud Architecture Design,20,05-11-2024,05-11-2024,3,Designed a scalable cloud system using AWS services for high uptime.,89,221
831,194,Content Marketing Campaign,12,12/16/2020,12/16/2020,5,"Created blog posts, videos, and infographics for a product launch.",8,321
832,763,Network Security Assessment,11,2/28/2023,2/28/2023,5,Conducted audits and applied firewall and encryption strategies.,82,49
833,553,Mobile App Prototype Design,17,7/18/2022,7/18/2022,10,Prototyped a mobile app with a strong focus on UX and accessibility.,22,433
834,404,Cloud Architecture Design,14,9/24/2022,9/24/2022,3,Designed a scalable cloud system using AWS services for high uptime.,3,79
835,74,Content Marketing Campaign,5,09-01-2023,09-01-2023,7,"Created blog posts, videos, and infographics for a product launch.",85,96
836,150,E-commerce Website Development,5,3/24/2023,3/24/2023,3,Built a responsive web store with secure payments and user login.,15,331
837,143,Content Marketing Campaign,1,08-08-2023,08-08-2023,6,"Created blog posts, videos, and infographics for a product launch.",36,52
838,32,Cloud Architecture Design,6,3/22/2021,3/22/2021,10,Designed a scalable cloud system using AWS services for high uptime.,82,148
839,47,Mobile App Prototype Design,1,02-12-2024,02-12-2024,8,Prototyped a mobile app with a strong focus on UX and accessibility.,2,78
840,207,Network Security Assessment,18,6/14/2021,6/14/2021,5,Conducted audits and applied firewall and encryption strategies.,23,120
841,729,E-commerce Website Development,5,3/30/2022,3/30/2022,10,Built a responsive web store with secure payments and user login.,91,322
842,900,Mobile App Prototype Design,10,11/16/2022,11/16/2022,4,Prototyped a mobile app with a strong focus on UX and accessibility.,61,274
843,525,Mobile App Prototype Design,5,12-06-2022,12-06-2022,9,Prototyped a mobile app with a strong focus on UX and accessibility.,90,411
844,525,Network Security Assessment,3,02-09-2023,02-09-2023,2,Conducted audits and applied firewall and encryption strategies.,36,478
845,111,Network Security Assessment,1,9/27/2022,9/27/2022,8,Conducted audits and applied firewall and encryption strategies.,32,486
846,851,Project on AI for Healthcare,3,5/20/2022,5/20/2022,10,Developed a model for predicting health outcomes using machine learning.,33,491
847,862,E-commerce Website Development,1,1/15/2024,1/15/2024,10,Built a responsive web store with secure payments and user login.,64,143
848,244,Content Marketing Campaign,20,10/22/2023,10/22/2023,8,"Created blog posts, videos, and infographics for a product launch.",55,126
849,365,Content Marketing Campaign,17,3/29/2021,3/29/2021,9,"Created blog posts, videos, and infographics for a product launch.",71,94
850,66,E-commerce Website Development,8,3/18/2020,3/18/2020,8,Built a responsive web store with secure payments and user login.,65,91
851,42,Mobile App Prototype Design,10,2/14/2020,2/14/2020,7,Prototyped a mobile app with a strong focus on UX and accessibility.,41,46
852,152,Content Marketing Campaign,18,1/23/2024,1/23/2024,1,"Created blog posts, videos, and infographics for a product launch.",14,251
853,35,Project on AI for Healthcare,12,2/19/2022,2/19/2022,3,Developed a model for predicting health outcomes using machine learning.,23,47
854,576,Cloud Architecture Design,9,12/30/2020,12/30/2020,6,Designed a scalable cloud system using AWS services for high uptime.,84,442
855,892,Content Marketing Campaign,14,3/25/2023,3/25/2023,5,"Created blog posts, videos, and infographics for a product launch.",45,316
856,218,Project on AI for Healthcare,15,03-03-2021,03-03-2021,5,Developed a model for predicting health outcomes using machine learning.,39,145
857,394,Cloud Architecture Design,19,1/18/2024,1/18/2024,3,Designed a scalable cloud system using AWS services for high uptime.,71,48
858,939,Mobile App Prototype Design,17,2/18/2020,2/18/2020,5,Prototyped a mobile app with a strong focus on UX and accessibility.,68,93
859,337,Cloud Architecture Design,16,1/14/2024,1/14/2024,4,Designed a scalable cloud system using AWS services for high uptime.,58,380
860,514,Mobile App Prototype Design,16,06-08-2023,06-08-2023,4,Prototyped a mobile app with a strong focus on UX and accessibility.,31,167
861,149,Project on AI for Healthcare,6,09-01-2021,09-01-2021,5,Developed a model for predicting health outcomes using machine learning.,36,308
862,772,E-commerce Website Development,11,11-12-2023,11-12-2023,6,Built a responsive web store with secure payments and user login.,60,494
863,972,Project on AI for Healthcare,16,7/13/2021,7/13/2021,2,Developed a model for predicting health outcomes using machine learning.,87,24
864,364,Project on AI for Healthcare,17,02-01-2023,02-01-2023,2,Developed a model for predicting health outcomes using machine learning.,50,347
865,311,Cloud Architecture Design,12,6/13/2023,6/13/2023,2,Designed a scalable cloud system using AWS services for high uptime.,100,313
866,863,Project on AI for Healthcare,4,7/15/2022,7/15/2022,6,Developed a model for predicting health outcomes using machine learning.,48,420
867,533,Project on AI for Healthcare,20,8/30/2022,8/30/2022,3,Developed a model for predicting health outcomes using machine learning.,40,162
868,591,Project on AI for Healthcare,8,3/31/2020,3/31/2020,5,Developed a model for predicting health outcomes using machine learning.,86,238
869,616,Cloud Architecture Design,7,04-09-2022,04-09-2022,5,Designed a scalable cloud system using AWS services for high uptime.,69,264
870,773,Project on AI for Healthcare,6,9/13/2020,9/13/2020,5,Developed a model for predicting health outcomes using machine learning.,29,52
871,888,Network Security Assessment,7,02-03-2023,02-03-2023,4,Conducted audits and applied firewall and encryption strategies.,7,218
872,356,Cloud Architecture Design,19,07-07-2021,07-07-2021,1,Designed a scalable cloud system using AWS services for high uptime.,55,185
873,706,E-commerce Website Development,19,07-09-2022,07-09-2022,7,Built a responsive web store with secure payments and user login.,38,111
874,379,Content Marketing Campaign,2,1/28/2020,1/28/2020,10,"Created blog posts, videos, and infographics for a product launch.",70,294
875,895,Content Marketing Campaign,13,10/16/2020,10/16/2020,4,"Created blog posts, videos, and infographics for a product launch.",46,58
876,732,Project on AI for Healthcare,5,1/14/2023,1/14/2023,9,Developed a model for predicting health outcomes using machine learning.,20,248
877,746,Network Security Assessment,14,06-06-2024,06-06-2024,8,Conducted audits and applied firewall and encryption strategies.,91,453
878,973,Cloud Architecture Design,11,04-12-2022,04-12-2022,8,Designed a scalable cloud system using AWS services for high uptime.,27,223
879,23,E-commerce Website Development,9,09-06-2023,09-06-2023,2,Built a responsive web store with secure payments and user login.,61,86
880,59,Network Security Assessment,5,1/26/2022,1/26/2022,8,Conducted audits and applied firewall and encryption strategies.,63,114
881,595,Content Marketing Campaign,17,02-04-2023,02-04-2023,4,"Created blog posts, videos, and infographics for a product launch.",27,396
882,508,E-commerce Website Development,4,4/18/2024,4/18/2024,9,Built a responsive web store with secure payments and user login.,48,101
883,457,E-commerce Website Development,1,02-03-2023,02-03-2023,7,Built a responsive web store with secure payments and user login.,52,248
884,991,Network Security Assessment,4,8/19/2022,8/19/2022,5,Conducted audits and applied firewall and encryption strategies.,39,70
885,415,Mobile App Prototype Design,20,07-02-2020,07-02-2020,3,Prototyped a mobile app with a strong focus on UX and accessibility.,11,27
886,113,Network Security Assessment,3,12/18/2021,12/18/2021,5,Conducted audits and applied firewall and encryption strategies.,76,178
887,94,Project on AI for Healthcare,8,6/29/2023,6/29/2023,4,Developed a model for predicting health outcomes using machine learning.,71,388
888,157,E-commerce Website Development,16,03-01-2023,03-01-2023,5,Built a responsive web store with secure payments and user login.,85,456
889,445,Project on AI for Healthcare,3,01-01-2021,01-01-2021,5,Developed a model for predicting health outcomes using machine learning.,32,237
890,856,Content Marketing Campaign,7,4/21/2023,4/21/2023,1,"Created blog posts, videos, and infographics for a product launch.",26,49
891,709,Project on AI for Healthcare,13,06-09-2022,06-09-2022,1,Developed a model for predicting health outcomes using machine learning.,10,252
892,583,Project on AI for Healthcare,4,04-11-2024,04-11-2024,5,Developed a model for predicting health outcomes using machine learning.,80,337
893,692,Content Marketing Campaign,9,10-10-2024,10-10-2024,5,"Created blog posts, videos, and infographics for a product launch.",98,460
894,486,Content Marketing Campaign,15,02-07-2021,02-07-2021,6,"Created blog posts, videos, and infographics for a product launch.",13,459
895,356,Project on AI for Healthcare,8,4/15/2020,4/15/2020,3,Developed a model for predicting health outcomes using machine learning.,30,216
896,197,Cloud Architecture Design,12,3/27/2020,3/27/2020,10,Designed a scalable cloud system using AWS services for high uptime.,60,334
897,934,E-commerce Website Development,8,7/22/2020,7/22/2020,3,Built a responsive web store with secure payments and user login.,29,261
898,304,Cloud Architecture Design,7,08-04-2022,08-04-2022,5,Designed a scalable cloud system using AWS services for high uptime.,93,45
899,595,Cloud Architecture Design,5,08-12-2023,08-12-2023,7,Designed a scalable cloud system using AWS services for high uptime.,26,25
900,854,E-commerce Website Development,4,06-12-2020,06-12-2020,6,Built a responsive web store with secure payments and user login.,10,362
901,351,Content Marketing Campaign,14,12-05-2020,12-05-2020,4,"Created blog posts, videos, and infographics for a product launch.",97,490
902,754,Network Security Assessment,12,8/26/2020,8/26/2020,5,Conducted audits and applied firewall and encryption strategies.,47,22
903,703,Cloud Architecture Design,7,6/23/2024,6/23/2024,8,Designed a scalable cloud system using AWS services for high uptime.,16,334
904,471,E-commerce Website Development,9,12-08-2020,12-08-2020,2,Built a responsive web store with secure payments and user login.,20,458
905,330,Project on AI for Healthcare,16,9/20/2021,9/20/2021,9,Developed a model for predicting health outcomes using machine learning.,50,268
906,289,Network Security Assessment,20,03-09-2021,03-09-2021,1,Conducted audits and applied firewall and encryption strategies.,82,407
907,27,E-commerce Website Development,12,8/30/2021,8/30/2021,9,Built a responsive web store with secure payments and user login.,45,171
908,941,E-commerce Website Development,9,12/18/2020,12/18/2020,7,Built a responsive web store with secure payments and user login.,58,413
909,950,Project on AI for Healthcare,13,07-11-2022,07-11-2022,8,Developed a model for predicting health outcomes using machine learning.,10,378
910,160,E-commerce Website Development,7,10/28/2022,10/28/2022,4,Built a responsive web store with secure payments and user login.,14,380
911,391,E-commerce Website Development,19,9/16/2021,9/16/2021,3,Built a responsive web store with secure payments and user login.,55,487
912,296,Content Marketing Campaign,14,8/31/2021,8/31/2021,5,"Created blog posts, videos, and infographics for a product launch.",4,147
913,243,Network Security Assessment,6,7/24/2022,7/24/2022,10,Conducted audits and applied firewall and encryption strategies.,15,175
914,921,Project on AI for Healthcare,17,11/15/2021,11/15/2021,5,Developed a model for predicting health outcomes using machine learning.,92,411
915,229,Content Marketing Campaign,1,5/30/2021,5/30/2021,3,"Created blog posts, videos, and infographics for a product launch.",77,92
916,628,Cloud Architecture Design,2,2/22/2022,2/22/2022,4,Designed a scalable cloud system using AWS services for high uptime.,3,424
917,242,Project on AI for Healthcare,8,4/15/2021,4/15/2021,3,Developed a model for predicting health outcomes using machine learning.,52,302
918,360,Project on AI for Healthcare,14,11/15/2022,11/15/2022,9,Developed a model for predicting health outcomes using machine learning.,45,10
919,595,Mobile App Prototype Design,16,6/16/2022,6/16/2022,9,Prototyped a mobile app with a strong focus on UX and accessibility.,96,293
920,290,Network Security Assessment,14,01-04-2023,01-04-2023,2,Conducted audits and applied firewall and encryption strategies.,80,257
921,12,Cloud Architecture Design,8,9/26/2020,9/26/2020,3,Designed a scalable cloud system using AWS services for high uptime.,64,74
922,903,Cloud Architecture Design,1,4/18/2022,4/18/2022,5,Designed a scalable cloud system using AWS services for high uptime.,87,249
923,381,Network Security Assessment,20,2/27/2020,2/27/2020,5,Conducted audits and applied firewall and encryption strategies.,49,68
924,528,E-commerce Website Development,18,12-07-2024,12-07-2024,6,Built a responsive web store with secure payments and user login.,76,480
925,839,E-commerce Website Development,8,07-06-2023,07-06-2023,10,Built a responsive web store with secure payments and user login.,31,394
926,696,Project on AI for Healthcare,6,10-01-2023,10-01-2023,3,Developed a model for predicting health outcomes using machine learning.,93,353
927,362,Network Security Assessment,2,9/23/2022,9/23/2022,10,Conducted audits and applied firewall and encryption strategies.,74,227
928,874,Content Marketing Campaign,5,02-01-2022,02-01-2022,7,"Created blog posts, videos, and infographics for a product launch.",51,343
929,337,Network Security Assessment,16,9/26/2022,9/26/2022,9,Conducted audits and applied firewall and encryption strategies.,92,41
930,828,Cloud Architecture Design,16,4/24/2023,4/24/2023,2,Designed a scalable cloud system using AWS services for high uptime.,50,394
931,269,Project on AI for Healthcare,2,5/21/2022,5/21/2022,10,Developed a model for predicting health outcomes using machine learning.,57,46
932,714,Cloud Architecture Design,2,01-01-2020,01-01-2020,6,Designed a scalable cloud system using AWS services for high uptime.,52,415
933,53,Project on AI for Healthcare,18,08-12-2023,08-12-2023,6,Developed a model for predicting health outcomes using machine learning.,50,459
934,888,Project on AI for Healthcare,17,4/29/2022,4/29/2022,9,Developed a model for predicting health outcomes using machine learning.,34,275
935,97,Cloud Architecture Design,14,10/18/2021,10/18/2021,7,Designed a scalable cloud system using AWS services for high uptime.,65,49
936,152,Project on AI for Healthcare,11,10-02-2020,10-02-2020,8,Developed a model for predicting health outcomes using machine learning.,16,486
937,882,Content Marketing Campaign,8,05-10-2024,05-10-2024,6,"Created blog posts, videos, and infographics for a product launch.",69,417
938,993,E-commerce Website Development,9,4/26/2021,4/26/2021,3,Built a responsive web store with secure payments and user login.,59,335
