GTS_TRAINING_OFFER_ID,GTS_TRAINING_OFFER_POSTED_BY_ID,GTS_TRAINING_ID,GTS_TRAINER_ID,GTS_TRAINING_OFFER_STATUS,GTS_TRAINING_OFFER_START_DATE,GTS_TRAINING_OFFER_END_DATE,GTS_TRAINING_OFFER_TYPE,GTS_TRAINING_OFFER_MEDIUM,GTS_TRAINING_CENTER_ID,GTS_TRAINER_COUNTRY_CODE,GTS_TRAINER_CONTACT_NUMBER,GTS_TRAINING_OFFER_PREREQUISITE,GTS_TRAINING_VIDEO_ID
681,668,551,280,TRUE,04-10-2020,06-09-2020,Part-time,Online,24,25,6104548205,Previous coursework in networking fundamentals,106
682,50,895,350,FALSE,1/19/2020,3/19/2020,Part-time,Offline,82,20,8010913986,Passion for tech and innovation,619
683,768,478,224,TRUE,2/13/2020,4/13/2020,Self-paced,Hybrid,38,237,9724088197,Strong communication skills,536
684,775,336,552,TRUE,2/28/2020,4/28/2020,Full-time,Offline,5,218,8236667426,CSS,603
685,613,90,879,FALSE,06-11-2020,08-10-2020,Full-time,Hybrid,71,134,9993810387,Bachelor's degree in a relevant field,865
686,873,820,273,FALSE,1/18/2020,3/18/2020,Full-time,Hybrid,28,37,9128309573,Interest in cybersecurity,327
687,744,157,917,TRUE,4/23/2020,6/22/2020,Self-paced,Offline,67,57,7338053389,CSS,814
688,449,888,238,TRUE,03-10-2020,05-09-2020,Part-time,Hybrid,18,242,6624298455,Experience in project coordination,548
689,770,65,6,TRUE,03-09-2020,05-08-2020,Self-paced,Hybrid,68,124,7980681856,Basic programming knowledge,307
690,859,853,422,TRUE,3/13/2020,05-12-2020,Self-paced,Online,76,185,8801736721,Exposure to databases and SQL,693
691,399,804,741,FALSE,1/22/2020,3/22/2020,Self-paced,Hybrid,36,239,8250535250,Willingness to learn new technologies,194
692,952,898,644,TRUE,05-10-2020,07-09-2020,Part-time,Online,45,160,7883702067,Prior experience with Excel or spreadsheets,741
693,100,77,565,TRUE,1/13/2020,3/13/2020,Part-time,Online,65,31,9749253310,Basic programming knowledge,360
694,388,165,667,TRUE,02-03-2020,04-03-2020,Part-time,Offline,1,244,7037136182,Familiarity with Agile or Scrum methodologies,20
695,169,676,299,TRUE,05-11-2020,07-10-2020,Part-time,Offline,85,15,8253980708,Completion of Intro to Python course,948
696,218,863,385,TRUE,06-05-2020,08-04-2020,Self-paced,Hybrid,87,210,7158009136,CSS,82
697,798,420,959,TRUE,03-10-2020,05-09-2020,Full-time,Offline,68,142,6970165580,Completion of Intro to Python course,842
698,680,738,534,TRUE,06-05-2020,08-04-2020,Full-time,Hybrid,53,223,9929382341,Bachelor's degree in a relevant field,287
699,264,128,130,TRUE,02-05-2020,04-05-2020,Full-time,Hybrid,16,104,7456818906,Understanding of data structures and algorithms,736
700,991,537,528,TRUE,2/22/2020,4/22/2020,Part-time,Offline,5,226,7602029754,Understanding of data structures and algorithms,40
701,305,135,97,TRUE,05-09-2020,07-08-2020,Full-time,Offline,17,234,8786601699,Experience in project coordination,997
702,619,882,693,FALSE,2/18/2020,4/18/2020,Full-time,Online,17,30,6598875111,Strong communication skills,594
703,419,176,575,FALSE,3/21/2020,5/20/2020,Part-time,Offline,44,117,7469740437,Willingness to learn new technologies,334
704,363,245,655,TRUE,6/24/2020,8/23/2020,Self-paced,Hybrid,53,227,6109868868,Awareness of marketing strategies,508
705,185,121,47,TRUE,03-11-2020,05-10-2020,Part-time,Offline,21,19,8199550835,Prior experience with Excel or spreadsheets,17
706,360,782,653,TRUE,2/28/2020,4/28/2020,Part-time,Offline,62,62,6034450440,CSS,428
707,801,218,564,FALSE,2/15/2020,4/15/2020,Self-paced,Offline,5,15,6297225866,Knowledge of HTML,377
708,743,390,359,TRUE,1/24/2020,3/24/2020,Self-paced,Online,20,180,6398265214,Strong communication skills,836
709,184,326,480,TRUE,3/15/2020,5/14/2020,Self-paced,Hybrid,33,7,6443617172,Familiarity with Agile or Scrum methodologies,813
710,334,989,668,TRUE,2/29/2020,4/29/2020,Full-time,Hybrid,54,34,8588565721,Interest in cybersecurity,663
711,622,320,774,TRUE,6/20/2020,8/19/2020,Part-time,Offline,45,27,6883313031,Familiarity with Agile or Scrum methodologies,883
712,437,8,797,TRUE,2/22/2020,4/22/2020,Self-paced,Hybrid,82,83,8477841338,Experience in project coordination,460
713,968,892,519,FALSE,2/24/2020,4/24/2020,Full-time,Online,19,57,9136459213,Passion for tech and innovation,79
714,897,677,509,FALSE,5/25/2020,7/24/2020,Part-time,Online,33,54,9486290852,Basic programming knowledge,828
715,139,268,895,FALSE,2/25/2020,4/25/2020,Part-time,Offline,70,50,7814590681,Bachelor's degree in a relevant field,673
716,129,249,980,FALSE,2/13/2020,4/13/2020,Part-time,Hybrid,2,73,6760130489,Interest in cybersecurity,384
717,555,18,800,TRUE,1/19/2020,3/19/2020,Full-time,Online,79,175,6524500176,Willingness to learn new technologies,517
718,259,581,450,TRUE,4/17/2020,6/16/2020,Full-time,Offline,98,196,6143941510,Strong communication skills,634
719,828,500,205,FALSE,1/29/2020,3/29/2020,Full-time,Hybrid,66,21,7077092212,Interest in cybersecurity,316
720,788,988,374,TRUE,01-05-2020,03-05-2020,Full-time,Hybrid,12,195,6343954813,Strong communication skills,544
721,259,197,235,FALSE,2/16/2020,4/16/2020,Self-paced,Hybrid,15,102,9615066299,Awareness of marketing strategies,412
722,503,693,718,TRUE,3/30/2020,5/29/2020,Part-time,Online,79,190,6676469055,Portfolio of design projects (for UI/UX),825
723,533,922,728,FALSE,6/16/2020,8/15/2020,Full-time,Hybrid,20,242,7553598751,Prior experience with Excel or spreadsheets,347
724,509,454,289,TRUE,1/29/2020,3/29/2020,Self-paced,Hybrid,29,187,8762243394,CSS,447
725,695,715,212,TRUE,5/26/2020,7/25/2020,Full-time,Online,40,75,6432892841,Familiarity with cloud tools,641
726,257,928,115,FALSE,1/14/2020,3/14/2020,Part-time,Hybrid,31,81,9312807365,CSS,524
727,93,923,648,TRUE,04-07-2020,06-06-2020,Self-paced,Online,36,223,9202322730,Familiarity with cloud tools,223
728,33,52,144,FALSE,05-09-2020,07-08-2020,Part-time,Online,88,67,9415845527,Familiarity with cloud tools,635
729,38,578,531,TRUE,06-12-2020,08-11-2020,Part-time,Online,10,177,8080217055,Prior experience with Excel or spreadsheets,943
730,341,440,92,TRUE,4/14/2020,6/13/2020,Part-time,Offline,19,216,8678323611,No prerequisites required,649
731,580,487,260,FALSE,05-11-2020,07-10-2020,Full-time,Offline,29,170,7695726685,Basic understanding of machine learning concepts,413
732,393,40,425,FALSE,04-01-2020,5/31/2020,Full-time,Offline,35,95,8030536667,Familiarity with cloud tools,247
733,131,521,759,FALSE,6/18/2020,8/17/2020,Self-paced,Online,65,47,7460991563,Familiarity with Agile or Scrum methodologies,676
734,882,85,83,FALSE,01-09-2020,03-09-2020,Part-time,Offline,28,17,7000049671,Familiarity with Agile or Scrum methodologies,22
735,202,678,924,FALSE,05-11-2020,07-10-2020,Part-time,Online,41,214,7370422963,Experience in project coordination,441
736,974,164,263,TRUE,05-03-2020,07-02-2020,Self-paced,Hybrid,98,143,6774099538,Basic programming knowledge,305
737,698,298,891,TRUE,6/14/2020,8/13/2020,Part-time,Hybrid,61,99,8701362020,Familiarity with cloud tools,183
738,735,550,83,FALSE,04-05-2020,06-04-2020,Full-time,Offline,23,59,7506688983,Familiarity with cloud tools,284
739,562,427,244,FALSE,04-05-2020,06-04-2020,Self-paced,Hybrid,25,227,9994391081,Basic understanding of machine learning concepts,299
740,720,168,379,TRUE,6/20/2020,8/19/2020,Full-time,Hybrid,68,77,8253848735,Portfolio of design projects (for UI/UX),539
741,293,325,719,FALSE,6/19/2020,8/18/2020,Part-time,Online,59,84,8136542086,Interest in cybersecurity,628
742,23,131,714,FALSE,2/21/2020,4/21/2020,Self-paced,Offline,37,139,9246994111,Basic understanding of machine learning concepts,684
743,230,648,245,TRUE,3/26/2020,5/25/2020,Full-time,Offline,36,184,9497222991,Basic understanding of machine learning concepts,770
744,5,113,118,FALSE,3/21/2020,5/20/2020,Part-time,Online,88,55,8388541240,Completion of Intro to Python course,430
745,346,444,98,FALSE,3/20/2020,5/19/2020,Self-paced,Offline,82,61,7322579006,Understanding of data structures and algorithms,914
746,137,608,887,TRUE,06-05-2020,08-04-2020,Self-paced,Offline,22,172,6422968742,Prior experience with Excel or spreadsheets,507
747,488,591,209,FALSE,5/30/2020,7/29/2020,Full-time,Online,11,135,7963658627,No prerequisites required,384
748,994,714,374,FALSE,5/23/2020,7/22/2020,Part-time,Hybrid,46,28,6734529812,Basic programming knowledge,372
749,678,398,537,TRUE,6/14/2020,8/13/2020,Self-paced,Hybrid,53,192,6238352439,Prior experience with Excel or spreadsheets,894
750,509,759,854,TRUE,4/19/2020,6/18/2020,Part-time,Hybrid,44,92,7276137445,Knowledge of HTML,374
751,27,637,271,FALSE,04-06-2020,06-05-2020,Self-paced,Hybrid,93,134,9921648230,Experience in project coordination,558
752,630,1,998,FALSE,1/13/2020,3/13/2020,Full-time,Hybrid,33,180,8102201063,Bachelor's degree in a relevant field,49
753,502,185,604,TRUE,03-06-2020,05-05-2020,Full-time,Online,8,153,7573615835,Completion of Intro to Python course,927
754,4,633,383,FALSE,4/28/2020,6/27/2020,Full-time,Hybrid,28,37,7491162193,Understanding of data structures and algorithms,63
755,110,41,760,TRUE,03-11-2020,05-10-2020,Self-paced,Offline,2,133,6513636534,Awareness of marketing strategies,136
756,676,555,22,FALSE,4/25/2020,6/24/2020,Full-time,Hybrid,70,161,9330755969,Bachelor's degree in a relevant field,412
757,493,907,653,FALSE,5/17/2020,7/16/2020,Part-time,Hybrid,46,111,8616734664,Prior experience with Excel or spreadsheets,953
758,876,243,997,FALSE,05-11-2020,07-10-2020,Self-paced,Offline,74,222,7290852370,Completion of Intro to Python course,279
759,488,16,525,FALSE,1/30/2020,3/30/2020,Self-paced,Online,75,14,7334338174,Familiarity with Agile or Scrum methodologies,934
760,260,244,365,TRUE,02-10-2020,04-10-2020,Self-paced,Online,33,62,6899462685,Strong communication skills,501
761,190,227,271,FALSE,05-09-2020,07-08-2020,Full-time,Online,71,243,8511748278,Basic understanding of machine learning concepts,843
762,384,454,44,TRUE,4/26/2020,6/25/2020,Part-time,Hybrid,60,156,8445543067,Familiarity with cloud tools,467
763,766,115,832,TRUE,5/24/2020,7/23/2020,Part-time,Hybrid,88,112,6504983612,Awareness of marketing strategies,369
764,842,612,372,FALSE,1/13/2020,3/13/2020,Full-time,Online,24,157,9576300673,Strong communication skills,372
765,307,311,74,TRUE,02-09-2020,04-09-2020,Part-time,Online,51,172,9074494232,Passion for tech and innovation,274
766,615,19,763,FALSE,1/13/2020,3/13/2020,Part-time,Online,81,218,9723562454,CSS,28
767,861,863,385,FALSE,3/13/2020,05-12-2020,Part-time,Online,7,242,9048854735,Familiarity with Agile or Scrum methodologies,517
768,47,404,816,FALSE,3/18/2020,5/17/2020,Full-time,Hybrid,61,94,7058862592,Familiarity with cloud tools,599
769,122,339,37,TRUE,02-09-2020,04-09-2020,Part-time,Hybrid,2,65,8148171063,Portfolio of design projects (for UI/UX),760
770,190,259,81,TRUE,2/24/2020,4/24/2020,Part-time,Hybrid,6,77,7567058540,Familiarity with cloud tools,856
771,707,551,990,FALSE,2/28/2020,4/28/2020,Part-time,Offline,84,113,9454216328,Basic programming knowledge,330
772,332,193,245,FALSE,3/28/2020,5/27/2020,Self-paced,Hybrid,17,114,8735591849,Previous coursework in networking fundamentals,499
773,171,950,192,TRUE,02-09-2020,04-09-2020,Self-paced,Offline,24,81,8569008737,No prerequisites required,639
774,2,564,414,FALSE,5/14/2020,7/13/2020,Part-time,Offline,28,193,8985112972,Familiarity with Agile or Scrum methodologies,167
775,476,846,678,FALSE,06-05-2020,08-04-2020,Full-time,Offline,91,68,6005226939,Interest in cybersecurity,452
776,658,171,788,FALSE,05-03-2020,07-02-2020,Part-time,Online,78,161,7070989046,Bachelor's degree in a relevant field,815
777,193,230,617,FALSE,2/15/2020,4/15/2020,Full-time,Offline,97,74,7385573827,Strong communication skills,433
778,710,618,118,TRUE,4/17/2020,6/16/2020,Full-time,Hybrid,7,6,6782132204,Understanding of data structures and algorithms,137
779,470,179,765,FALSE,06-07-2020,08-06-2020,Full-time,Offline,65,95,7235867617,Bachelor's degree in a relevant field,297
780,820,319,142,TRUE,05-05-2020,07-04-2020,Part-time,Online,77,7,8015663642,Basic programming knowledge,1000
781,293,685,967,TRUE,5/27/2020,7/26/2020,Self-paced,Offline,62,19,7068378488,Strong communication skills,896
782,29,564,402,FALSE,02-05-2020,04-05-2020,Part-time,Hybrid,63,134,9335923521,Bachelor's degree in a relevant field,110
783,286,353,375,TRUE,01-01-2020,03-01-2020,Part-time,Hybrid,1,170,6540731010,Willingness to learn new technologies,931
784,284,305,260,TRUE,02-01-2020,04-01-2020,Full-time,Offline,80,151,8490881170,Understanding of data structures and algorithms,378
785,578,449,436,TRUE,1/14/2020,3/14/2020,Self-paced,Hybrid,64,175,8459246619,Interest in cybersecurity,167
786,928,580,782,TRUE,5/17/2020,7/16/2020,Self-paced,Hybrid,59,36,8195775932,Portfolio of design projects (for UI/UX),81
787,762,571,872,TRUE,01-04-2020,03-04-2020,Full-time,Hybrid,55,211,8645435804,Knowledge of HTML,663
788,185,255,946,TRUE,2/26/2020,4/26/2020,Full-time,Offline,17,16,8784562078,Familiarity with Agile or Scrum methodologies,685
789,815,394,71,TRUE,01-10-2020,03-10-2020,Self-paced,Hybrid,67,247,6497977800,and JavaScript,867
790,322,592,162,FALSE,6/17/2020,8/16/2020,Part-time,Online,67,212,9818460287,Completion of Intro to Python course,203
791,213,270,46,TRUE,6/22/2020,8/21/2020,Self-paced,Offline,20,203,8610795657,Awareness of marketing strategies,90
792,660,447,856,FALSE,06-09-2020,08-08-2020,Part-time,Offline,60,21,7491530169,Portfolio of design projects (for UI/UX),137
793,166,48,194,TRUE,02-06-2020,04-06-2020,Self-paced,Offline,34,178,8988291189,Completion of Intro to Python course,659
794,923,26,901,FALSE,5/29/2020,7/28/2020,Full-time,Online,80,145,7542750953,Familiarity with cloud tools,962
795,78,529,121,FALSE,01-07-2020,03-07-2020,Self-paced,Hybrid,9,230,6253160999,Comfortable with remote collaboration tools,852
796,700,806,949,TRUE,3/25/2020,5/24/2020,Full-time,Offline,44,92,6039016798,Completion of Intro to Python course,574
797,646,143,87,TRUE,4/13/2020,06-12-2020,Full-time,Offline,4,16,6477430312,Knowledge of HTML,261
798,645,609,292,FALSE,5/28/2020,7/27/2020,Full-time,Online,14,57,9975390776,Understanding of data structures and algorithms,911
799,165,537,768,FALSE,4/27/2020,6/26/2020,Self-paced,Offline,3,72,9992121679,Passion for tech and innovation,797
800,342,157,157,FALSE,04-12-2020,06-11-2020,Full-time,Hybrid,91,69,9950647080,Knowledge of HTML,930
801,675,596,455,FALSE,03-08-2020,05-07-2020,Self-paced,Hybrid,58,171,8125344527,Bachelor's degree in a relevant field,663
802,798,396,336,FALSE,1/22/2020,3/22/2020,Self-paced,Hybrid,7,127,6422752689,Awareness of marketing strategies,849
803,889,760,823,FALSE,4/24/2020,6/23/2020,Part-time,Hybrid,73,111,8867927800,No prerequisites required,433
804,412,256,373,FALSE,01-11-2020,03-11-2020,Part-time,Online,36,32,6813425977,Understanding of data structures and algorithms,850
805,664,501,290,TRUE,3/24/2020,5/23/2020,Part-time,Online,51,65,6020189341,No prerequisites required,937
806,876,274,60,TRUE,03-09-2020,05-08-2020,Part-time,Hybrid,13,1,9989251163,Basic understanding of machine learning concepts,704
807,61,12,941,TRUE,4/16/2020,6/15/2020,Part-time,Online,61,27,7429133461,and JavaScript,755
808,222,981,434,TRUE,05-12-2020,07-11-2020,Part-time,Hybrid,42,16,6203331425,Understanding of data structures and algorithms,207
809,211,67,592,FALSE,4/17/2020,6/16/2020,Full-time,Online,50,58,9704282712,Bachelor's degree in a relevant field,272
810,33,831,45,TRUE,5/18/2020,7/17/2020,Part-time,Offline,43,141,6051342721,Experience in project coordination,418
811,383,411,548,FALSE,01-12-2020,03-12-2020,Full-time,Online,46,10,6200649382,Understanding of data structures and algorithms,568
812,716,901,486,TRUE,02-11-2020,04-11-2020,Self-paced,Offline,5,122,9056582637,Basic understanding of machine learning concepts,892
813,92,952,228,FALSE,4/30/2020,6/29/2020,Part-time,Online,96,46,7041040639,Experience in project coordination,854
814,880,779,442,FALSE,2/23/2020,4/23/2020,Full-time,Offline,92,245,7547656032,Portfolio of design projects (for UI/UX),604
815,354,93,56,FALSE,4/30/2020,6/29/2020,Full-time,Online,91,19,6240159816,Strong communication skills,213
816,241,484,914,TRUE,3/18/2020,5/17/2020,Part-time,Online,50,160,7586669751,Previous coursework in networking fundamentals,334
817,770,798,189,TRUE,6/14/2020,8/13/2020,Full-time,Offline,17,248,7496906404,Bachelor's degree in a relevant field,404
818,752,411,999,TRUE,01-10-2020,03-10-2020,Full-time,Online,46,195,9620052386,Basic programming knowledge,661
819,362,736,676,TRUE,01-03-2020,03-03-2020,Self-paced,Online,2,209,9236298925,and JavaScript,119
820,514,565,346,FALSE,6/27/2020,8/26/2020,Part-time,Offline,64,196,6598969959,Interest in cybersecurity,666
821,930,771,143,FALSE,2/29/2020,4/29/2020,Part-time,Online,58,197,8394940227,Previous coursework in networking fundamentals,188
822,516,743,923,FALSE,5/28/2020,7/27/2020,Self-paced,Hybrid,73,45,8346386098,and JavaScript,703
823,213,583,182,TRUE,2/22/2020,4/22/2020,Part-time,Offline,89,56,8339736322,Portfolio of design projects (for UI/UX),93
824,509,628,116,TRUE,4/28/2020,6/27/2020,Full-time,Offline,14,152,9633850849,Familiarity with cloud tools,789
825,132,665,608,FALSE,02-02-2020,04-02-2020,Self-paced,Online,51,80,9519854307,Bachelor's degree in a relevant field,570
826,626,548,574,TRUE,4/24/2020,6/23/2020,Full-time,Online,76,3,9777130564,No prerequisites required,457
827,938,980,883,FALSE,05-03-2020,07-02-2020,Self-paced,Online,57,223,9668739925,Knowledge of HTML,387
828,312,663,76,TRUE,06-09-2020,08-08-2020,Self-paced,Online,13,94,8822184538,Willingness to learn new technologies,564
829,328,314,984,FALSE,1/25/2020,3/25/2020,Self-paced,Online,86,134,8599518880,Familiarity with Agile or Scrum methodologies,947
830,485,163,620,TRUE,01-08-2020,03-08-2020,Part-time,Offline,37,183,6425932728,Basic programming knowledge,984
831,974,700,684,TRUE,03-08-2020,05-07-2020,Self-paced,Hybrid,9,84,9446291083,Portfolio of design projects (for UI/UX),180
832,424,376,406,TRUE,5/29/2020,7/28/2020,Full-time,Hybrid,95,67,9592197863,Familiarity with cloud tools,286
833,565,941,990,TRUE,3/24/2020,5/23/2020,Part-time,Offline,85,204,9114606258,Passion for tech and innovation,361
834,905,65,389,FALSE,06-02-2020,08-01-2020,Part-time,Offline,4,114,6525634761,Awareness of marketing strategies,583
835,829,762,100,FALSE,02-12-2020,04-12-2020,Self-paced,Offline,66,148,9746419345,Understanding of data structures and algorithms,928
836,849,2,637,FALSE,03-04-2020,05-03-2020,Full-time,Hybrid,96,154,9687465574,Familiarity with Agile or Scrum methodologies,1
837,575,35,854,TRUE,3/21/2020,5/20/2020,Self-paced,Hybrid,84,247,8987562132,Prior experience with Excel or spreadsheets,728
838,389,692,816,TRUE,02-05-2020,04-05-2020,Full-time,Offline,66,112,7254445872,Prior experience with Excel or spreadsheets,550
839,490,728,787,FALSE,05-05-2020,07-04-2020,Part-time,Hybrid,94,128,8864572830,and JavaScript,655
840,831,519,896,FALSE,06-07-2020,08-06-2020,Part-time,Online,52,130,9985546395,Knowledge of HTML,243
841,615,982,358,TRUE,01-07-2020,03-07-2020,Full-time,Hybrid,52,86,8207871058,Comfortable with remote collaboration tools,824
842,501,221,45,FALSE,01-10-2020,03-10-2020,Self-paced,Hybrid,76,92,8825496505,Familiarity with Agile or Scrum methodologies,426
843,185,673,928,FALSE,2/24/2020,4/24/2020,Self-paced,Hybrid,45,32,6387644969,Awareness of marketing strategies,825
844,755,980,139,TRUE,04-05-2020,06-04-2020,Self-paced,Hybrid,65,14,8563484009,Strong communication skills,6
845,252,766,639,FALSE,1/19/2020,3/19/2020,Self-paced,Online,47,143,9011305727,Basic understanding of machine learning concepts,919
846,200,300,528,TRUE,2/15/2020,4/15/2020,Self-paced,Hybrid,6,56,6503236969,Comfortable with remote collaboration tools,595
847,16,938,305,TRUE,03-09-2020,05-08-2020,Part-time,Online,79,15,7927517673,No prerequisites required,292
848,770,60,201,FALSE,01-11-2020,03-11-2020,Full-time,Online,96,211,6832926242,Passion for tech and innovation,645
849,214,45,888,TRUE,1/25/2020,3/25/2020,Full-time,Hybrid,84,235,6648939221,Bachelor's degree in a relevant field,570
850,7,564,797,FALSE,05-01-2020,6/30/2020,Part-time,Offline,11,40,7945694231,Awareness of marketing strategies,661
851,813,58,79,TRUE,4/27/2020,6/26/2020,Self-paced,Offline,1,202,7411773596,Portfolio of design projects (for UI/UX),943
852,238,121,311,TRUE,1/22/2020,3/22/2020,Part-time,Online,74,144,8491217802,Familiarity with cloud tools,797
853,113,827,93,FALSE,3/26/2020,5/25/2020,Part-time,Offline,85,247,8634432863,Prior experience with Excel or spreadsheets,40
854,625,935,584,TRUE,2/28/2020,4/28/2020,Full-time,Hybrid,8,97,9383722043,Understanding of data structures and algorithms,267
855,883,874,378,FALSE,06-07-2020,08-06-2020,Part-time,Online,9,17,8683969828,Strong communication skills,860
856,115,527,441,FALSE,04-04-2020,06-03-2020,Part-time,Online,59,223,8501551997,Strong communication skills,992
857,526,3,837,TRUE,1/16/2020,3/16/2020,Full-time,Online,76,214,7360940843,Comfortable with remote collaboration tools,544
858,556,580,540,TRUE,6/29/2020,8/28/2020,Part-time,Hybrid,84,10,8702238799,and JavaScript,582
859,415,371,18,TRUE,2/14/2020,4/14/2020,Full-time,Offline,45,32,7035020029,Understanding of data structures and algorithms,136
860,45,323,64,FALSE,4/24/2020,6/23/2020,Full-time,Online,77,176,8494146130,Strong communication skills,659
861,446,810,918,FALSE,01-07-2020,03-07-2020,Self-paced,Offline,42,125,7711270419,Familiarity with cloud tools,400
862,814,425,242,FALSE,01-09-2020,03-09-2020,Full-time,Offline,72,229,8306968719,Comfortable with remote collaboration tools,578
863,626,284,265,TRUE,01-03-2020,03-03-2020,Part-time,Hybrid,95,226,8544040353,Bachelor's degree in a relevant field,562
864,288,21,52,FALSE,02-10-2020,04-10-2020,Full-time,Online,18,167,7649802080,Familiarity with cloud tools,516
865,219,10,457,TRUE,5/15/2020,7/14/2020,Self-paced,Online,68,131,6733255765,Knowledge of HTML,19
866,272,963,18,FALSE,1/26/2020,3/26/2020,Full-time,Online,5,44,7454515626,and JavaScript,606
867,776,814,197,FALSE,5/25/2020,7/24/2020,Part-time,Hybrid,69,19,9197143372,Previous coursework in networking fundamentals,463
868,484,236,658,FALSE,06-09-2020,08-08-2020,Full-time,Offline,71,157,8604414449,Understanding of data structures and algorithms,314
869,89,847,45,FALSE,01-04-2020,03-04-2020,Self-paced,Hybrid,11,183,6457654673,Prior experience with Excel or spreadsheets,461
870,656,379,787,TRUE,1/31/2020,3/31/2020,Self-paced,Hybrid,17,185,7798212947,Awareness of marketing strategies,926
871,547,407,266,TRUE,6/17/2020,8/16/2020,Part-time,Online,70,127,8653115416,Willingness to learn new technologies,23
872,740,738,321,FALSE,3/14/2020,5/13/2020,Self-paced,Online,86,136,9294390605,Familiarity with Agile or Scrum methodologies,170
873,118,344,884,TRUE,2/21/2020,4/21/2020,Self-paced,Hybrid,62,125,9266358539,Previous coursework in networking fundamentals,425
874,811,232,252,FALSE,1/23/2020,3/23/2020,Self-paced,Hybrid,37,101,9546771693,CSS,677
875,288,803,202,FALSE,6/17/2020,8/16/2020,Part-time,Offline,52,178,9619905276,Interest in cybersecurity,561
876,143,806,608,TRUE,05-12-2020,07-11-2020,Full-time,Offline,66,3,8123554562,CSS,895
877,405,441,164,FALSE,3/18/2020,5/17/2020,Self-paced,Hybrid,16,82,6817652042,Familiarity with Agile or Scrum methodologies,955
878,327,418,104,TRUE,06-04-2020,08-03-2020,Part-time,Online,87,93,6565166988,Portfolio of design projects (for UI/UX),812
879,374,914,962,FALSE,2/27/2020,4/27/2020,Full-time,Online,35,162,7691246178,Awareness of marketing strategies,110
880,905,53,417,TRUE,2/18/2020,4/18/2020,Self-paced,Hybrid,31,13,7653948930,Understanding of data structures and algorithms,227
881,991,256,404,TRUE,03-09-2020,05-08-2020,Full-time,Hybrid,50,19,8873341371,CSS,769
882,138,62,525,FALSE,06-03-2020,08-02-2020,Self-paced,Offline,78,126,7012749168,Strong communication skills,154
883,125,347,183,FALSE,01-01-2020,03-01-2020,Part-time,Offline,71,32,6840191579,Familiarity with Agile or Scrum methodologies,145
884,379,138,775,TRUE,05-04-2020,07-03-2020,Full-time,Online,93,239,7797220127,Basic programming knowledge,49
885,86,188,156,FALSE,1/27/2020,3/27/2020,Part-time,Hybrid,53,47,8033702057,Awareness of marketing strategies,318
886,137,883,922,TRUE,02-08-2020,04-08-2020,Part-time,Offline,7,83,6844608711,Bachelor's degree in a relevant field,502
887,398,730,166,TRUE,02-09-2020,04-09-2020,Self-paced,Offline,96,149,9679541842,Passion for tech and innovation,389
888,798,563,14,FALSE,03-03-2020,05-02-2020,Full-time,Offline,68,205,9281134204,Prior experience with Excel or spreadsheets,796
889,296,220,748,FALSE,3/25/2020,5/24/2020,Full-time,Offline,59,207,8258236683,and JavaScript,346
890,576,748,596,FALSE,1/24/2020,3/24/2020,Full-time,Offline,58,187,6630083854,Prior experience with Excel or spreadsheets,936
891,595,788,611,TRUE,4/24/2020,6/23/2020,Part-time,Online,57,1,8269611370,Comfortable with remote collaboration tools,98
892,984,394,582,TRUE,4/19/2020,6/18/2020,Part-time,Hybrid,4,14,7808151043,No prerequisites required,29
893,629,733,648,FALSE,01-01-2020,03-01-2020,Full-time,Online,60,132,7125938472,Awareness of marketing strategies,743
894,801,250,922,FALSE,6/13/2020,08-12-2020,Full-time,Offline,99,137,8808607363,and JavaScript,547
895,971,628,55,TRUE,01-12-2020,03-12-2020,Full-time,Online,36,31,8750351895,Familiarity with Agile or Scrum methodologies,416
896,968,996,472,FALSE,4/28/2020,6/27/2020,Self-paced,Online,85,144,7504276096,Comfortable with remote collaboration tools,349
897,241,497,662,TRUE,6/23/2020,8/22/2020,Part-time,Offline,26,80,7916414043,Awareness of marketing strategies,994
898,37,424,271,TRUE,04-03-2020,06-02-2020,Full-time,Hybrid,88,214,9893510668,Experience in project coordination,970
899,196,557,262,FALSE,1/26/2020,3/26/2020,Part-time,Hybrid,84,199,9388631550,Familiarity with Agile or Scrum methodologies,653
900,902,688,71,FALSE,3/28/2020,5/27/2020,Part-time,Hybrid,42,116,9824244536,Bachelor's degree in a relevant field,831
901,803,687,322,FALSE,04-04-2020,06-03-2020,Self-paced,Online,94,81,7879685518,No prerequisites required,297
902,654,8,484,TRUE,5/29/2020,7/28/2020,Self-paced,Offline,99,243,9485443828,Completion of Intro to Python course,113
903,582,813,926,TRUE,1/30/2020,3/30/2020,Full-time,Hybrid,70,69,6833190748,Portfolio of design projects (for UI/UX),997
904,129,338,589,FALSE,5/31/2020,7/30/2020,Self-paced,Hybrid,31,204,7260897147,Understanding of data structures and algorithms,535
905,580,820,198,TRUE,5/20/2020,7/19/2020,Part-time,Online,75,248,8713418754,Basic programming knowledge,412
906,225,308,40,TRUE,6/14/2020,8/13/2020,Part-time,Offline,27,44,7124927854,Awareness of marketing strategies,576
907,30,631,729,FALSE,04-01-2020,5/31/2020,Self-paced,Offline,20,231,8552369778,Exposure to databases and SQL,998
908,526,48,664,TRUE,3/15/2020,5/14/2020,Full-time,Offline,89,132,7158349089,Previous coursework in networking fundamentals,591
