GTS_JOB_APPLICATION_ID,GTS_APPLIED_JOB_ID,GTS_JOB_APPLICATION_DATE,GTS_APPLICANT_ID,GTS_APPLICANT_PROPOSAL,GTS_JOB_APPLICATION_STATUS,GTS_JOB_APPLICATION_UPDATED_DATE,GTS_JOB_APPLICATION_IS_ACTIVE,GTS_JOB_REVIEWED_DATE,GTS_JOB_SHORTLISTED_DATE,GTS_JOB_PROPOSED_FOR_INTERVIEW_DATE,GTS_JOB_REJECTED_DATE,GTS_JOB_SELECTED_DATE,GTS_JOB_OFFERED_DATE,IS_FRAUD_JOB
535,839,3/27/2024,869,I am eager to contribute my skills to this role.,Interview Proposed,3/27/2024,TRUE,3/27/2024,3/27/2024,3/27/2024,,,,FALSE
536,698,4/24/2023,808,I am passionate about this role and ready to make an impact.,Rejected,4/24/2023,TRUE,4/24/2023,4/24/2023,4/24/2023,4/24/2023,,,TRUE
537,742,4/30/2023,38,I am eager to contribute my skills to this role.,Pending,4/30/2023,TRUE,,,,,,,FALSE
538,246,10-01-2023,215,I am eager to contribute my skills to this role.,Reviewed,10-01-2023,TRUE,10-01-2023,,,,,,FALSE
539,456,11/20/2023,943,Looking forward to bringing my expertise to your organization.,Rejected,11/20/2023,TRUE,11/20/2023,11/20/2023,11/20/2023,11/20/2023,,,FALSE
540,264,05-03-2024,693,Looking forward to bringing my expertise to your organization.,Selected,05-03-2024,FALSE,05-03-2024,05-03-2024,05-03-2024,,05-03-2024,,FALSE
541,596,7/31/2023,545,I am eager to contribute my skills to this role.,Offered,7/31/2023,FALSE,7/31/2023,7/31/2023,7/31/2023,,7/31/2023,7/31/2023,FALSE
542,137,3/14/2023,728,I am passionate about this role and ready to make an impact.,Selected,3/14/2023,FALSE,3/14/2023,3/14/2023,3/14/2023,,3/14/2023,,FALSE
543,461,8/16/2024,280,Looking forward to bringing my expertise to your organization.,Offered,8/16/2024,TRUE,8/16/2024,8/16/2024,8/16/2024,,8/16/2024,8/16/2024,FALSE
544,614,1/31/2024,705,I am eager to contribute my skills to this role.,Pending,1/31/2024,TRUE,,,,,,,FALSE
545,63,03-01-2024,764,Looking forward to bringing my expertise to your organization.,Reviewed,03-01-2024,TRUE,03-01-2024,,,,,,FALSE
546,186,04-08-2025,125,I am eager to contribute my skills to this role.,Offered,04-08-2025,FALSE,04-08-2025,04-08-2025,04-08-2025,,04-08-2025,04-08-2025,FALSE
547,439,9/17/2023,630,I am eager to contribute my skills to this role.,Pending,9/17/2023,TRUE,,,,,,,FALSE
548,869,11-03-2023,551,I am eager to contribute my skills to this role.,Selected,11-03-2023,TRUE,11-03-2023,11-03-2023,11-03-2023,,11-03-2023,,FALSE
549,837,11/23/2023,293,"With my background, I believe I am a strong fit for this position.",Reviewed,11/23/2023,FALSE,11/23/2023,,,,,,FALSE
550,996,8/22/2024,89,I am passionate about this role and ready to make an impact.,Selected,8/22/2024,TRUE,8/22/2024,8/22/2024,8/22/2024,,8/22/2024,,FALSE
551,424,2/15/2023,113,I am passionate about this role and ready to make an impact.,Shortlisted,2/15/2023,FALSE,2/15/2023,2/15/2023,,,,,TRUE
552,15,01-01-2024,373,I am passionate about this role and ready to make an impact.,Reviewed,01-01-2024,TRUE,01-01-2024,,,,,,FALSE
553,538,1/17/2024,935,"With my background, I believe I am a strong fit for this position.",Reviewed,1/17/2024,TRUE,1/17/2024,,,,,,FALSE
554,684,8/27/2024,629,I am eager to contribute my skills to this role.,Pending,8/27/2024,TRUE,,,,,,,FALSE
555,83,5/14/2023,120,"With my background, I believe I am a strong fit for this position.",Offered,5/14/2023,TRUE,5/14/2023,5/14/2023,5/14/2023,,5/14/2023,5/14/2023,FALSE
556,350,4/23/2023,333,"With my background, I believe I am a strong fit for this position.",Interview Proposed,4/23/2023,FALSE,4/23/2023,4/23/2023,4/23/2023,,,,TRUE
557,345,07-08-2023,112,I am eager to contribute my skills to this role.,Selected,07-08-2023,FALSE,07-08-2023,07-08-2023,07-08-2023,,07-08-2023,,FALSE
558,852,08-09-2024,121,Looking forward to bringing my expertise to your organization.,Pending,08-09-2024,FALSE,,,,,,,FALSE
559,365,9/23/2024,480,"With my background, I believe I am a strong fit for this position.",Pending,9/23/2024,FALSE,,,,,,,FALSE
560,151,10/14/2024,229,Looking forward to bringing my expertise to your organization.,Interview Proposed,10/14/2024,TRUE,10/14/2024,10/14/2024,10/14/2024,,,,FALSE
561,971,8/28/2023,147,I am passionate about this role and ready to make an impact.,Pending,8/28/2023,TRUE,,,,,,,FALSE
562,134,03-05-2025,437,I am eager to contribute my skills to this role.,Selected,03-05-2025,FALSE,03-05-2025,03-05-2025,03-05-2025,,03-05-2025,,FALSE
563,492,9/13/2023,727,I am passionate about this role and ready to make an impact.,Shortlisted,9/13/2023,TRUE,9/13/2023,9/13/2023,,,,,FALSE
564,600,6/21/2023,255,"With my background, I believe I am a strong fit for this position.",Offered,6/21/2023,TRUE,6/21/2023,6/21/2023,6/21/2023,,6/21/2023,6/21/2023,FALSE
565,747,1/14/2023,942,Looking forward to bringing my expertise to your organization.,Selected,1/14/2023,TRUE,1/14/2023,1/14/2023,1/14/2023,,1/14/2023,,FALSE
566,551,3/28/2024,457,I am passionate about this role and ready to make an impact.,Shortlisted,3/28/2024,TRUE,3/28/2024,3/28/2024,,,,,FALSE
567,115,4/23/2024,755,Looking forward to bringing my expertise to your organization.,Rejected,4/23/2024,TRUE,4/23/2024,4/23/2024,4/23/2024,4/23/2024,,,FALSE
568,118,6/23/2023,91,I am eager to contribute my skills to this role.,Reviewed,6/23/2023,TRUE,6/23/2023,,,,,,FALSE
569,970,9/21/2023,431,"With my background, I believe I am a strong fit for this position.",Reviewed,9/21/2023,TRUE,9/21/2023,,,,,,FALSE
570,952,8/31/2023,74,Looking forward to bringing my expertise to your organization.,Selected,8/31/2023,TRUE,8/31/2023,8/31/2023,8/31/2023,,8/31/2023,,TRUE
571,727,3/16/2024,843,I am passionate about this role and ready to make an impact.,Pending,3/16/2024,FALSE,,,,,,,FALSE
572,910,9/28/2024,850,I am eager to contribute my skills to this role.,Pending,9/28/2024,FALSE,,,,,,,FALSE
573,401,10/16/2023,573,I am passionate about this role and ready to make an impact.,Rejected,10/16/2023,TRUE,10/16/2023,10/16/2023,10/16/2023,10/16/2023,,,FALSE
574,813,05-05-2024,651,Looking forward to bringing my expertise to your organization.,Interview Proposed,05-05-2024,FALSE,05-05-2024,05-05-2024,05-05-2024,,,,FALSE
575,343,03-07-2024,961,I am passionate about this role and ready to make an impact.,Rejected,03-07-2024,FALSE,03-07-2024,03-07-2024,03-07-2024,03-07-2024,,,FALSE
576,130,02-03-2025,214,I am eager to contribute my skills to this role.,Rejected,02-03-2025,FALSE,02-03-2025,02-03-2025,02-03-2025,02-03-2025,,,FALSE
577,449,12-08-2023,393,I am passionate about this role and ready to make an impact.,Selected,12-08-2023,TRUE,12-08-2023,12-08-2023,12-08-2023,,12-08-2023,,FALSE
578,107,11-12-2023,922,I am passionate about this role and ready to make an impact.,Rejected,11-12-2023,TRUE,11-12-2023,11-12-2023,11-12-2023,11-12-2023,,,FALSE
579,994,02-08-2024,100,I am passionate about this role and ready to make an impact.,Interview Proposed,02-08-2024,FALSE,02-08-2024,02-08-2024,02-08-2024,,,,FALSE
580,413,5/27/2023,946,Looking forward to bringing my expertise to your organization.,Rejected,5/27/2023,TRUE,5/27/2023,5/27/2023,5/27/2023,5/27/2023,,,FALSE
581,852,6/13/2023,388,"With my background, I believe I am a strong fit for this position.",Rejected,6/13/2023,TRUE,6/13/2023,6/13/2023,6/13/2023,6/13/2023,,,FALSE
582,204,2/19/2023,21,I am passionate about this role and ready to make an impact.,Reviewed,2/19/2023,FALSE,2/19/2023,,,,,,FALSE
583,292,2/18/2025,207,I am eager to contribute my skills to this role.,Reviewed,2/18/2025,TRUE,2/18/2025,,,,,,FALSE
584,836,2/27/2024,753,I am passionate about this role and ready to make an impact.,Selected,2/27/2024,TRUE,2/27/2024,2/27/2024,2/27/2024,,2/27/2024,,FALSE
585,688,9/22/2024,442,Looking forward to bringing my expertise to your organization.,Offered,9/22/2024,FALSE,9/22/2024,9/22/2024,9/22/2024,,9/22/2024,9/22/2024,FALSE
586,845,2/22/2025,956,"With my background, I believe I am a strong fit for this position.",Selected,2/22/2025,TRUE,2/22/2025,2/22/2025,2/22/2025,,2/22/2025,,FALSE
587,526,1/16/2025,702,"With my background, I believe I am a strong fit for this position.",Shortlisted,1/16/2025,TRUE,1/16/2025,1/16/2025,,,,,FALSE
588,7,12-10-2023,34,Looking forward to bringing my expertise to your organization.,Reviewed,12-10-2023,FALSE,12-10-2023,,,,,,FALSE
589,993,2/24/2025,442,"With my background, I believe I am a strong fit for this position.",Offered,2/24/2025,FALSE,2/24/2025,2/24/2025,2/24/2025,,2/24/2025,2/24/2025,FALSE
590,728,3/16/2024,992,Looking forward to bringing my expertise to your organization.,Pending,3/16/2024,FALSE,,,,,,,FALSE
591,185,10-03-2023,46,I am eager to contribute my skills to this role.,Rejected,10-03-2023,FALSE,10-03-2023,10-03-2023,10-03-2023,10-03-2023,,,FALSE
592,676,10/17/2024,418,I am eager to contribute my skills to this role.,Selected,10/17/2024,TRUE,10/17/2024,10/17/2024,10/17/2024,,10/17/2024,,FALSE
593,180,02-10-2024,825,I am eager to contribute my skills to this role.,Rejected,02-10-2024,TRUE,02-10-2024,02-10-2024,02-10-2024,02-10-2024,,,FALSE
594,284,02-10-2023,741,"With my background, I believe I am a strong fit for this position.",Reviewed,02-10-2023,TRUE,02-10-2023,,,,,,FALSE
595,291,4/23/2024,738,I am eager to contribute my skills to this role.,Pending,4/23/2024,TRUE,,,,,,,FALSE
596,724,8/30/2023,378,I am eager to contribute my skills to this role.,Offered,8/30/2023,TRUE,8/30/2023,8/30/2023,8/30/2023,,8/30/2023,8/30/2023,FALSE
597,437,1/15/2023,703,"With my background, I believe I am a strong fit for this position.",Reviewed,1/15/2023,TRUE,1/15/2023,,,,,,FALSE
598,961,04-10-2024,904,"With my background, I believe I am a strong fit for this position.",Reviewed,04-10-2024,TRUE,04-10-2024,,,,,,FALSE
599,203,12-06-2024,916,I am eager to contribute my skills to this role.,Offered,12-06-2024,TRUE,12-06-2024,12-06-2024,12-06-2024,,12-06-2024,12-06-2024,FALSE
600,636,2/18/2023,837,I am passionate about this role and ready to make an impact.,Rejected,2/18/2023,FALSE,2/18/2023,2/18/2023,2/18/2023,2/18/2023,,,FALSE
601,39,04-03-2023,65,I am passionate about this role and ready to make an impact.,Shortlisted,04-03-2023,TRUE,04-03-2023,04-03-2023,,,,,FALSE
602,223,1/29/2025,79,"With my background, I believe I am a strong fit for this position.",Offered,1/29/2025,TRUE,1/29/2025,1/29/2025,1/29/2025,,1/29/2025,1/29/2025,FALSE
603,37,8/22/2023,359,I am eager to contribute my skills to this role.,Interview Proposed,8/22/2023,TRUE,8/22/2023,8/22/2023,8/22/2023,,,,FALSE
604,112,11-11-2023,176,I am eager to contribute my skills to this role.,Pending,11-11-2023,FALSE,,,,,,,FALSE
605,147,9/28/2023,485,Looking forward to bringing my expertise to your organization.,Reviewed,9/28/2023,TRUE,9/28/2023,,,,,,FALSE
606,358,08-08-2023,703,"With my background, I believe I am a strong fit for this position.",Selected,08-08-2023,TRUE,08-08-2023,08-08-2023,08-08-2023,,08-08-2023,,FALSE
607,702,10/27/2023,690,I am passionate about this role and ready to make an impact.,Reviewed,10/27/2023,TRUE,10/27/2023,,,,,,FALSE
608,141,12/30/2024,985,Looking forward to bringing my expertise to your organization.,Selected,12/30/2024,TRUE,12/30/2024,12/30/2024,12/30/2024,,12/30/2024,,FALSE
609,261,2/15/2024,864,I am eager to contribute my skills to this role.,Pending,2/15/2024,FALSE,,,,,,,FALSE
610,835,10/14/2024,124,Looking forward to bringing my expertise to your organization.,Selected,10/14/2024,TRUE,10/14/2024,10/14/2024,10/14/2024,,10/14/2024,,FALSE
611,614,11-12-2023,420,Looking forward to bringing my expertise to your organization.,Shortlisted,11-12-2023,TRUE,11-12-2023,11-12-2023,,,,,FALSE
612,968,3/25/2023,229,Looking forward to bringing my expertise to your organization.,Offered,3/25/2023,TRUE,3/25/2023,3/25/2023,3/25/2023,,3/25/2023,3/25/2023,FALSE
613,215,12/13/2024,508,Looking forward to bringing my expertise to your organization.,Selected,12/13/2024,TRUE,12/13/2024,12/13/2024,12/13/2024,,12/13/2024,,FALSE
614,477,8/14/2023,652,I am passionate about this role and ready to make an impact.,Rejected,8/14/2023,FALSE,8/14/2023,8/14/2023,8/14/2023,8/14/2023,,,FALSE
615,522,02-07-2023,131,I am eager to contribute my skills to this role.,Reviewed,02-07-2023,FALSE,02-07-2023,,,,,,FALSE
616,143,1/25/2023,13,"With my background, I believe I am a strong fit for this position.",Interview Proposed,1/25/2023,FALSE,1/25/2023,1/25/2023,1/25/2023,,,,FALSE
617,372,10-12-2024,421,Looking forward to bringing my expertise to your organization.,Shortlisted,10-12-2024,TRUE,10-12-2024,10-12-2024,,,,,FALSE
618,897,4/18/2023,14,I am eager to contribute my skills to this role.,Interview Proposed,4/18/2023,TRUE,4/18/2023,4/18/2023,4/18/2023,,,,FALSE
619,646,9/28/2023,703,I am eager to contribute my skills to this role.,Rejected,9/28/2023,TRUE,9/28/2023,9/28/2023,9/28/2023,9/28/2023,,,FALSE
620,676,6/21/2023,912,Looking forward to bringing my expertise to your organization.,Pending,6/21/2023,FALSE,,,,,,,FALSE
621,923,2/13/2023,988,I am passionate about this role and ready to make an impact.,Shortlisted,2/13/2023,TRUE,2/13/2023,2/13/2023,,,,,FALSE
622,715,3/21/2023,366,"With my background, I believe I am a strong fit for this position.",Offered,3/21/2023,FALSE,3/21/2023,3/21/2023,3/21/2023,,3/21/2023,3/21/2023,FALSE
623,772,06-06-2023,502,Looking forward to bringing my expertise to your organization.,Interview Proposed,06-06-2023,FALSE,06-06-2023,06-06-2023,06-06-2023,,,,FALSE
624,918,9/15/2023,909,Looking forward to bringing my expertise to your organization.,Pending,9/15/2023,TRUE,,,,,,,FALSE
625,465,11-08-2024,524,I am passionate about this role and ready to make an impact.,Shortlisted,11-08-2024,FALSE,11-08-2024,11-08-2024,,,,,FALSE
626,998,3/22/2023,161,"With my background, I believe I am a strong fit for this position.",Interview Proposed,3/22/2023,TRUE,3/22/2023,3/22/2023,3/22/2023,,,,FALSE
627,12,1/21/2025,396,I am eager to contribute my skills to this role.,Pending,1/21/2025,TRUE,,,,,,,FALSE
628,498,2/28/2023,597,I am eager to contribute my skills to this role.,Interview Proposed,2/28/2023,FALSE,2/28/2023,2/28/2023,2/28/2023,,,,FALSE
629,527,02-06-2023,536,I am passionate about this role and ready to make an impact.,Reviewed,02-06-2023,FALSE,02-06-2023,,,,,,FALSE
630,174,03-07-2025,942,I am passionate about this role and ready to make an impact.,Selected,03-07-2025,FALSE,03-07-2025,03-07-2025,03-07-2025,,03-07-2025,,FALSE
631,137,3/23/2023,233,"With my background, I believe I am a strong fit for this position.",Pending,3/23/2023,TRUE,,,,,,,FALSE
632,621,04-09-2023,520,I am passionate about this role and ready to make an impact.,Reviewed,04-09-2023,FALSE,04-09-2023,,,,,,FALSE
633,946,09-01-2024,160,"With my background, I believe I am a strong fit for this position.",Shortlisted,09-01-2024,TRUE,09-01-2024,09-01-2024,,,,,FALSE
634,566,5/20/2024,358,I am passionate about this role and ready to make an impact.,Rejected,5/20/2024,FALSE,5/20/2024,5/20/2024,5/20/2024,5/20/2024,,,FALSE
635,924,10-11-2024,875,I am eager to contribute my skills to this role.,Interview Proposed,10-11-2024,TRUE,10-11-2024,10-11-2024,10-11-2024,,,,FALSE
636,747,1/31/2024,434,"With my background, I believe I am a strong fit for this position.",Interview Proposed,1/31/2024,TRUE,1/31/2024,1/31/2024,1/31/2024,,,,FALSE
637,206,3/26/2023,796,"With my background, I believe I am a strong fit for this position.",Shortlisted,3/26/2023,TRUE,3/26/2023,3/26/2023,,,,,FALSE
638,145,05-05-2024,389,"With my background, I believe I am a strong fit for this position.",Pending,05-05-2024,FALSE,,,,,,,FALSE
639,668,1/31/2025,674,"With my background, I believe I am a strong fit for this position.",Interview Proposed,1/31/2025,TRUE,1/31/2025,1/31/2025,1/31/2025,,,,FALSE
640,254,4/17/2023,799,Looking forward to bringing my expertise to your organization.,Rejected,4/17/2023,TRUE,4/17/2023,4/17/2023,4/17/2023,4/17/2023,,,TRUE
641,277,5/24/2024,509,"With my background, I believe I am a strong fit for this position.",Interview Proposed,5/24/2024,TRUE,5/24/2024,5/24/2024,5/24/2024,,,,FALSE
642,822,1/30/2025,105,Looking forward to bringing my expertise to your organization.,Pending,1/30/2025,FALSE,,,,,,,FALSE
643,24,5/31/2024,22,"With my background, I believe I am a strong fit for this position.",Shortlisted,5/31/2024,FALSE,5/31/2024,5/31/2024,,,,,FALSE
644,694,01-10-2025,68,Looking forward to bringing my expertise to your organization.,Reviewed,01-10-2025,TRUE,01-10-2025,,,,,,FALSE
645,676,3/14/2023,851,"With my background, I believe I am a strong fit for this position.",Rejected,3/14/2023,FALSE,3/14/2023,3/14/2023,3/14/2023,3/14/2023,,,TRUE
646,636,12-09-2023,570,I am passionate about this role and ready to make an impact.,Rejected,12-09-2023,TRUE,12-09-2023,12-09-2023,12-09-2023,12-09-2023,,,FALSE
647,216,9/22/2024,948,I am passionate about this role and ready to make an impact.,Reviewed,9/22/2024,TRUE,9/22/2024,,,,,,FALSE
648,874,3/13/2025,483,"With my background, I believe I am a strong fit for this position.",Shortlisted,3/13/2025,TRUE,3/13/2025,3/13/2025,,,,,FALSE
649,183,2/15/2024,834,"With my background, I believe I am a strong fit for this position.",Interview Proposed,2/15/2024,TRUE,2/15/2024,2/15/2024,2/15/2024,,,,FALSE
650,838,7/23/2023,536,Looking forward to bringing my expertise to your organization.,Shortlisted,7/23/2023,FALSE,7/23/2023,7/23/2023,,,,,FALSE
651,235,06-10-2024,728,Looking forward to bringing my expertise to your organization.,Interview Proposed,06-10-2024,TRUE,06-10-2024,06-10-2024,06-10-2024,,,,FALSE
652,966,08-07-2023,497,I am eager to contribute my skills to this role.,Selected,08-07-2023,TRUE,08-07-2023,08-07-2023,08-07-2023,,08-07-2023,,TRUE
653,168,03-04-2024,817,I am eager to contribute my skills to this role.,Interview Proposed,03-04-2024,TRUE,03-04-2024,03-04-2024,03-04-2024,,,,FALSE
654,353,02-03-2023,842,I am passionate about this role and ready to make an impact.,Pending,02-03-2023,FALSE,,,,,,,FALSE
655,381,04-09-2024,344,I am passionate about this role and ready to make an impact.,Reviewed,04-09-2024,FALSE,04-09-2024,,,,,,FALSE
656,814,5/27/2024,689,"With my background, I believe I am a strong fit for this position.",Rejected,5/27/2024,TRUE,5/27/2024,5/27/2024,5/27/2024,5/27/2024,,,FALSE
657,437,9/17/2024,190,"With my background, I believe I am a strong fit for this position.",Pending,9/17/2024,TRUE,,,,,,,FALSE
658,833,08-03-2024,367,Looking forward to bringing my expertise to your organization.,Interview Proposed,08-03-2024,TRUE,08-03-2024,08-03-2024,08-03-2024,,,,FALSE
659,316,05-04-2024,683,Looking forward to bringing my expertise to your organization.,Interview Proposed,05-04-2024,TRUE,05-04-2024,05-04-2024,05-04-2024,,,,FALSE
660,105,10-03-2023,293,"With my background, I believe I am a strong fit for this position.",Rejected,10-03-2023,TRUE,10-03-2023,10-03-2023,10-03-2023,10-03-2023,,,FALSE
661,68,03-11-2023,1000,I am eager to contribute my skills to this role.,Rejected,03-11-2023,TRUE,03-11-2023,03-11-2023,03-11-2023,03-11-2023,,,FALSE
662,176,6/13/2024,843,I am passionate about this role and ready to make an impact.,Rejected,6/13/2024,FALSE,6/13/2024,6/13/2024,6/13/2024,6/13/2024,,,FALSE
663,924,05-05-2023,996,Looking forward to bringing my expertise to your organization.,Pending,05-05-2023,FALSE,,,,,,,FALSE
664,697,05-06-2024,267,I am passionate about this role and ready to make an impact.,Selected,05-06-2024,FALSE,05-06-2024,05-06-2024,05-06-2024,,05-06-2024,,FALSE
665,294,12/16/2024,242,I am eager to contribute my skills to this role.,Pending,12/16/2024,TRUE,,,,,,,FALSE
666,19,12/15/2023,978,I am passionate about this role and ready to make an impact.,Rejected,12/15/2023,TRUE,12/15/2023,12/15/2023,12/15/2023,12/15/2023,,,FALSE
667,379,04-09-2025,658,Looking forward to bringing my expertise to your organization.,Pending,04-09-2025,TRUE,,,,,,,FALSE
668,742,08-03-2023,15,I am eager to contribute my skills to this role.,Interview Proposed,08-03-2023,FALSE,08-03-2023,08-03-2023,08-03-2023,,,,FALSE
669,924,11/30/2023,403,I am eager to contribute my skills to this role.,Selected,11/30/2023,TRUE,11/30/2023,11/30/2023,11/30/2023,,11/30/2023,,FALSE
670,887,11-11-2023,616,"With my background, I believe I am a strong fit for this position.",Rejected,11-11-2023,TRUE,11-11-2023,11-11-2023,11-11-2023,11-11-2023,,,FALSE
671,232,05-09-2023,416,I am eager to contribute my skills to this role.,Rejected,05-09-2023,FALSE,05-09-2023,05-09-2023,05-09-2023,05-09-2023,,,FALSE
672,738,10/20/2023,641,Looking forward to bringing my expertise to your organization.,Selected,10/20/2023,TRUE,10/20/2023,10/20/2023,10/20/2023,,10/20/2023,,FALSE
673,812,2/14/2023,128,I am passionate about this role and ready to make an impact.,Shortlisted,2/14/2023,TRUE,2/14/2023,2/14/2023,,,,,FALSE
674,618,3/22/2025,219,I am eager to contribute my skills to this role.,Interview Proposed,3/22/2025,TRUE,3/22/2025,3/22/2025,3/22/2025,,,,FALSE
675,834,09-11-2024,659,I am eager to contribute my skills to this role.,Interview Proposed,09-11-2024,TRUE,09-11-2024,09-11-2024,09-11-2024,,,,FALSE
676,852,5/17/2023,301,I am eager to contribute my skills to this role.,Offered,5/17/2023,TRUE,5/17/2023,5/17/2023,5/17/2023,,5/17/2023,5/17/2023,FALSE
677,271,5/15/2023,751,Looking forward to bringing my expertise to your organization.,Interview Proposed,5/15/2023,TRUE,5/15/2023,5/15/2023,5/15/2023,,,,FALSE
678,622,12-03-2023,273,I am eager to contribute my skills to this role.,Pending,12-03-2023,TRUE,,,,,,,TRUE
679,576,12-03-2023,631,I am eager to contribute my skills to this role.,Offered,12-03-2023,TRUE,12-03-2023,12-03-2023,12-03-2023,,12-03-2023,12-03-2023,FALSE
680,396,8/18/2024,900,I am eager to contribute my skills to this role.,Reviewed,8/18/2024,FALSE,8/18/2024,,,,,,FALSE
681,232,01-01-2024,226,Looking forward to bringing my expertise to your organization.,Reviewed,01-01-2024,TRUE,01-01-2024,,,,,,FALSE
682,652,1/18/2024,239,I am eager to contribute my skills to this role.,Selected,1/18/2024,TRUE,1/18/2024,1/18/2024,1/18/2024,,1/18/2024,,FALSE
683,117,05-06-2024,621,Looking forward to bringing my expertise to your organization.,Offered,05-06-2024,TRUE,05-06-2024,05-06-2024,05-06-2024,,05-06-2024,05-06-2024,FALSE
684,342,11/23/2023,73,I am eager to contribute my skills to this role.,Pending,11/23/2023,TRUE,,,,,,,FALSE
685,111,06-10-2023,171,I am eager to contribute my skills to this role.,Shortlisted,06-10-2023,FALSE,06-10-2023,06-10-2023,,,,,FALSE
686,630,3/22/2025,322,Looking forward to bringing my expertise to your organization.,Offered,3/22/2025,TRUE,3/22/2025,3/22/2025,3/22/2025,,3/22/2025,3/22/2025,FALSE
687,683,7/15/2023,806,I am eager to contribute my skills to this role.,Rejected,7/15/2023,FALSE,7/15/2023,7/15/2023,7/15/2023,7/15/2023,,,FALSE
688,909,10-02-2023,454,"With my background, I believe I am a strong fit for this position.",Selected,10-02-2023,FALSE,10-02-2023,10-02-2023,10-02-2023,,10-02-2023,,FALSE
689,807,11-09-2023,647,I am eager to contribute my skills to this role.,Reviewed,11-09-2023,TRUE,11-09-2023,,,,,,FALSE
690,634,3/15/2023,776,I am eager to contribute my skills to this role.,Reviewed,3/15/2023,TRUE,3/15/2023,,,,,,FALSE
691,313,03-07-2023,734,Looking forward to bringing my expertise to your organization.,Interview Proposed,03-07-2023,FALSE,03-07-2023,03-07-2023,03-07-2023,,,,FALSE
692,43,10/16/2023,677,I am passionate about this role and ready to make an impact.,Pending,10/16/2023,TRUE,,,,,,,FALSE
693,843,5/29/2024,395,I am eager to contribute my skills to this role.,Rejected,5/29/2024,FALSE,5/29/2024,5/29/2024,5/29/2024,5/29/2024,,,FALSE
694,168,4/25/2023,514,I am eager to contribute my skills to this role.,Reviewed,4/25/2023,FALSE,4/25/2023,,,,,,FALSE
695,242,3/13/2023,423,"With my background, I believe I am a strong fit for this position.",Reviewed,3/13/2023,FALSE,3/13/2023,,,,,,FALSE
696,500,9/29/2023,595,Looking forward to bringing my expertise to your organization.,Pending,9/29/2023,TRUE,,,,,,,FALSE
697,634,02-06-2024,564,"With my background, I believe I am a strong fit for this position.",Offered,02-06-2024,FALSE,02-06-2024,02-06-2024,02-06-2024,,02-06-2024,02-06-2024,FALSE
698,122,1/21/2025,156,"With my background, I believe I am a strong fit for this position.",Interview Proposed,1/21/2025,TRUE,1/21/2025,1/21/2025,1/21/2025,,,,FALSE
699,679,10/21/2024,251,I am eager to contribute my skills to this role.,Rejected,10/21/2024,TRUE,10/21/2024,10/21/2024,10/21/2024,10/21/2024,,,FALSE
700,695,10-01-2024,72,I am passionate about this role and ready to make an impact.,Interview Proposed,10-01-2024,TRUE,10-01-2024,10-01-2024,10-01-2024,,,,FALSE
701,78,2/18/2024,755,Looking forward to bringing my expertise to your organization.,Selected,2/18/2024,TRUE,2/18/2024,2/18/2024,2/18/2024,,2/18/2024,,FALSE
702,128,5/24/2023,173,Looking forward to bringing my expertise to your organization.,Rejected,5/24/2023,FALSE,5/24/2023,5/24/2023,5/24/2023,5/24/2023,,,FALSE
703,238,10-04-2024,974,I am eager to contribute my skills to this role.,Shortlisted,10-04-2024,FALSE,10-04-2024,10-04-2024,,,,,FALSE
704,847,5/27/2023,925,"With my background, I believe I am a strong fit for this position.",Shortlisted,5/27/2023,TRUE,5/27/2023,5/27/2023,,,,,FALSE
705,718,3/21/2023,843,I am passionate about this role and ready to make an impact.,Rejected,3/21/2023,TRUE,3/21/2023,3/21/2023,3/21/2023,3/21/2023,,,FALSE
706,503,01-06-2025,386,I am eager to contribute my skills to this role.,Offered,01-06-2025,TRUE,01-06-2025,01-06-2025,01-06-2025,,01-06-2025,01-06-2025,FALSE
707,17,8/25/2023,271,I am passionate about this role and ready to make an impact.,Pending,8/25/2023,TRUE,,,,,,,FALSE
708,622,03-10-2024,768,I am eager to contribute my skills to this role.,Offered,03-10-2024,TRUE,03-10-2024,03-10-2024,03-10-2024,,03-10-2024,03-10-2024,FALSE
709,518,4/22/2024,40,I am passionate about this role and ready to make an impact.,Selected,4/22/2024,TRUE,4/22/2024,4/22/2024,4/22/2024,,4/22/2024,,FALSE
710,898,11/21/2024,70,Looking forward to bringing my expertise to your organization.,Interview Proposed,11/21/2024,FALSE,11/21/2024,11/21/2024,11/21/2024,,,,FALSE
711,579,10-01-2023,653,"With my background, I believe I am a strong fit for this position.",Rejected,10-01-2023,TRUE,10-01-2023,10-01-2023,10-01-2023,10-01-2023,,,FALSE
712,934,02-08-2024,827,"With my background, I believe I am a strong fit for this position.",Reviewed,02-08-2024,FALSE,02-08-2024,,,,,,FALSE
713,698,10/14/2024,116,Looking forward to bringing my expertise to your organization.,Interview Proposed,10/14/2024,TRUE,10/14/2024,10/14/2024,10/14/2024,,,,FALSE
714,532,12/20/2023,396,"With my background, I believe I am a strong fit for this position.",Pending,12/20/2023,FALSE,,,,,,,FALSE
715,161,1/16/2023,741,"With my background, I believe I am a strong fit for this position.",Shortlisted,1/16/2023,FALSE,1/16/2023,1/16/2023,,,,,FALSE
716,125,02-06-2023,559,Looking forward to bringing my expertise to your organization.,Reviewed,02-06-2023,FALSE,02-06-2023,,,,,,FALSE
