GTS_TRAINING_ID,GTS_TRAINING_NAME,GTS_TRAINING_DESCRIPTION,GTS_TRAINING_STATUS,GTS_TRAINING_FEES,GTS_TRAINING_DURATION,GTS_TRAINING_FEES_CURRENCY
777,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,16497.18,3 months,NZD
778,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",TRUE,8388.37,9 months,CAD
779,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,16544.27,4 months,PLN
780,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,16924.63,2 months,MYR
781,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,18321.72,9 months,RON
782,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,4401.61,3 months,PKR
783,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,8478.17,9 months,LKR
784,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",TRUE,2998.61,4 months,PLN
785,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,13331.71,4 months,UAH
786,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,17764.47,2 months,AED
787,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,8099.94,3 months,BHD
788,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,8446.24,2 months,KRW
789,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",FALSE,10430.37,4 months,SGD
790,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,TRUE,13773.28,12 months,IDR
791,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,16908.49,3 months,ILS
792,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",TRUE,6248.77,3 months,MAD
793,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,19067.11,3 months,KES
794,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,TRUE,4815.43,12 months,SEK
795,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,3439.3,4 months,VND
796,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,656.36,6 months,EUR
797,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,2139.02,3 months,KRW
798,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,14822.79,2 months,CAD
799,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,4903.2,12 months,AED
800,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,13574.14,3 months,EGP
801,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,19608.93,2 months,QAR
802,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,591.18,12 months,ARS
803,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,7248.82,2 months,PEN
804,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,19092.45,4 months,CAD
805,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",TRUE,14870.86,6 months,JPY
806,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,5286.9,2 months,BHD
807,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,15287.76,6 months,PKR
808,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,5513.97,2 months,SAR
809,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,8580.66,9 months,OMR
810,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,17634.27,12 months,EUR
811,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,13644.29,3 months,GBP
812,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,19715.95,4 months,MYR
813,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,6446.79,4 months,OMR
814,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,13440.22,9 months,DKK
815,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,7181.95,9 months,PEN
816,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,12472.98,12 months,NZD
817,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,12645.8,12 months,KES
818,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,7997.68,2 months,KES
819,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,9473.3,2 months,CLP
820,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,17094.01,9 months,KRW
821,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,11097.14,6 months,AUD
822,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,17092.29,9 months,SAR
823,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,18578.39,9 months,MAD
824,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,4926.9,6 months,EUR
825,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",FALSE,14356.87,3 months,UAH
826,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,8307.88,9 months,MXN
827,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,13385.01,4 months,ILS
828,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,9484.85,9 months,HUF
829,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,557.02,6 months,EGP
830,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,16529.42,3 months,MYR
831,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,3088.64,12 months,IDR
832,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,9588.87,2 months,KWD
833,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,17053.78,3 months,DKK
834,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,19912.7,4 months,BHD
835,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,18219.54,9 months,OMR
836,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,18375.17,3 months,MAD
837,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,4227.7,2 months,GBP
838,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,TRUE,14390.16,9 months,EGP
839,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,523.37,2 months,PEN
840,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,4192.53,6 months,COP
841,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,13293.32,4 months,MAD
842,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,16098.53,3 months,JPY
843,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,14013.52,4 months,PKR
844,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,19193.39,3 months,KES
845,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,11458.14,6 months,PLN
846,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,TRUE,4582.86,4 months,CLP
847,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,10771.1,9 months,KES
848,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,5736.35,4 months,SGD
849,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,19646.5,4 months,BDT
850,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,6218.06,3 months,EUR
851,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,10206.56,2 months,THB
852,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,3028.4,3 months,SAR
853,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,9067.18,9 months,UAH
854,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,6087.64,3 months,BDT
855,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,8041.49,9 months,COP
856,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,18589.25,12 months,EGP
857,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,11743.66,2 months,GBP
858,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,13561.34,3 months,CNY
859,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,5383.31,4 months,BDT
860,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,9829.35,4 months,BGN
861,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,2278.12,3 months,EUR
862,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,3130.64,6 months,USD
863,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,4945.84,4 months,EUR
864,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,12068.25,9 months,COP
865,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,14678.83,9 months,CNY
866,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,14568.13,6 months,INR
867,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,7536.62,3 months,RON
868,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,3234.94,6 months,BGN
869,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,7411.71,9 months,HKD
870,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,15534.6,3 months,BGN
871,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,8933.57,9 months,CAD
872,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",TRUE,6811.41,2 months,CZK
873,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,10499.83,2 months,CAD
874,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,1791.79,4 months,LKR
875,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,15805.31,9 months,MAD
876,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,14049.27,9 months,VND
877,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,6029.12,3 months,INR
878,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,12763.4,4 months,CNY
879,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,11878.83,12 months,BRL
880,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,19125.82,6 months,LKR
881,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,15942.42,12 months,KRW
882,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,18467.49,2 months,BDT
883,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,17495.42,9 months,CNY
884,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,15710.06,4 months,CAD
885,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,15356.75,4 months,BDT
886,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,15796.14,6 months,CZK
887,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,7619.04,12 months,RUB
888,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,19774.8,4 months,PEN
889,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,15645.2,9 months,JPY
890,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,17133.59,9 months,JPY
891,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,11870.88,4 months,CZK
892,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,18708.44,6 months,QAR
893,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,TRUE,14497.6,3 months,MAD
894,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",TRUE,952.6,4 months,OMR
895,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,8865.81,12 months,KWD
896,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,1997.72,6 months,CLP
897,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,18538.23,2 months,COP
898,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,8624.56,3 months,RON
899,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,TRUE,3513.7,2 months,SGD
900,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,15098.74,3 months,INR
901,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,12794.12,12 months,NZD
902,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",TRUE,10065.3,6 months,EGP
903,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,14483.09,4 months,KRW
904,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",FALSE,9781.92,6 months,RON
905,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,10706.42,12 months,EUR
906,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,11502.6,3 months,UAH
907,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,8498.97,2 months,PLN
908,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",TRUE,9271.08,9 months,MXN
909,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,4540.72,6 months,CHF
910,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",TRUE,1752.55,3 months,PEN
911,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,TRUE,18276.7,9 months,HKD
912,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,12491.47,3 months,CNY
913,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,19457.98,9 months,BHD
914,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,5822.22,12 months,KES
915,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,7853.22,12 months,MXN
916,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,8020.11,12 months,RON
917,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,890.29,12 months,KWD
918,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",TRUE,16478.02,3 months,USD
919,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,1387.39,2 months,THB
920,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,1970.83,4 months,NGN
921,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,16057.73,4 months,MAD
922,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",TRUE,13216.96,12 months,AUD
923,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",TRUE,18526.85,6 months,ZAR
924,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,8488.7,12 months,PLN
925,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",FALSE,6385.85,12 months,PLN
926,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,12279.45,2 months,MXN
927,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,14883.66,6 months,INR
928,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,13367.74,3 months,BRL
929,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,2804.92,4 months,UAH
930,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,10406.46,3 months,HKD
931,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,4134.26,4 months,IDR
932,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,11197.87,4 months,AED
933,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,3513.67,2 months,KES
934,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,9637.2,3 months,AED
935,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,602.45,12 months,PLN
936,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,4526.74,4 months,ARS
937,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,10868.3,4 months,OMR
938,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,13008.55,2 months,OMR
939,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,11292.76,6 months,OMR
940,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,TRUE,8238.87,2 months,TWD
941,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,15651.14,2 months,TWD
942,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,4150.81,3 months,NZD
943,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,10407.26,6 months,SEK
944,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,19986.39,6 months,IDR
945,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,1426.35,3 months,NZD
946,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,1637.04,12 months,VND
947,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,8638.91,12 months,NGN
948,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,8240.41,6 months,COP
949,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,TRUE,9903.9,4 months,BGN
950,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,6502.64,2 months,KRW
951,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,13778.27,6 months,EUR
952,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,19022.82,6 months,DKK
953,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,7481.72,4 months,PLN
954,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,8707.49,9 months,CNY
955,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,13734.11,6 months,OMR
956,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,2710.09,4 months,TWD
957,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,5511.32,6 months,INR
958,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,12934.05,9 months,GBP
959,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,9219.26,6 months,TWD
960,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,9784.41,12 months,JPY
961,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,3425.77,6 months,PEN
962,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,6959.43,2 months,PKR
963,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,19550.98,4 months,CAD
964,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,3625.05,6 months,THB
965,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,14566.29,6 months,RON
966,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,13648.7,6 months,PLN
967,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,18861.2,12 months,EGP
968,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",FALSE,3281.85,3 months,PEN
969,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,TRUE,12039.09,3 months,CZK
970,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,10504.75,3 months,CZK
971,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,17245.74,4 months,HKD
972,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",TRUE,5118.15,9 months,HKD
973,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",FALSE,17685.29,4 months,DKK
974,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,4137.32,2 months,KWD
975,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,17417.85,12 months,AED
976,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,18256.55,4 months,SEK
977,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,TRUE,3550.41,2 months,INR
978,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,5394.18,9 months,HUF
979,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,18874.1,12 months,UAH
980,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,17117.74,4 months,OMR
981,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,8441.59,6 months,PLN
982,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,6519.33,12 months,EUR
983,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,10966.6,6 months,NGN
984,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,7682.2,4 months,JPY
985,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,TRUE,13169.43,2 months,LKR
986,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,2171.3,6 months,PKR
987,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,14864.53,6 months,TWD
988,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,12805.35,9 months,THB
989,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,19540.07,6 months,VND
990,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,15696.35,4 months,SEK
991,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,12342.6,4 months,COP
992,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,9825.05,3 months,MAD
993,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,TRUE,682.52,2 months,ZAR
994,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,9882.76,6 months,THB
995,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,6748.83,9 months,USD
996,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,4916.52,9 months,KWD
997,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,15972.66,3 months,KWD
998,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,18270.5,2 months,BHD
999,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,6050.37,6 months,MAD
1000,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,3296.62,12 months,TWD
