GTS_USER_WORK_EXPERIENCE_ID,GTS_USER_ID,GTS_USER_COMPANY_ID,GTS_USER_JOB_TITLE_ID,GTS_USER_PROJECT_SKILL_IDS,GTS_USER_JOB_DESCRIPTION,GTS_USER_WORK_START_DATE,IS_CURRENTLY_WORKING,GTS_USER_WORK_END_DATE,GTS_CITY_ID,IS_SELF_EMPLOYED
798,722,,890,"21,82,8",Developed user-centric frontend applications.,03-02-2022,TRUE,,301,FALSE
799,138,,972,"4,06,131",Developed user-centric frontend applications.,2/25/2020,TRUE,,,TRUE
800,614,,566,44,Oversaw quality assurance and testing processes.,1/16/2022,TRUE,,679,FALSE
801,977,,690,"275,195,91",Managed cross-functional agile teams.,10/22/2012,TRUE,,839,TRUE
802,320,580,535,"360,151,59",Automated reporting and data visualization tasks.,05-06-2010,FALSE,05-06-2013,825,TRUE
803,452,,126,"46,44,54,481",Oversaw quality assurance and testing processes.,10-12-2011,FALSE,10-12-2014,379,TRUE
804,544,821,603,347,Oversaw quality assurance and testing processes.,12/14/2014,TRUE,,588,FALSE
805,73,,907,"42,41,29,403",Oversaw quality assurance and testing processes.,1/25/2017,TRUE,,578,TRUE
806,131,,736,192,Developed user-centric frontend applications.,5/28/2022,TRUE,,987,TRUE
807,721,795,427,451,Designed and deployed scalable backend services.,01-11-2022,TRUE,,74,TRUE
808,303,,833,"25,02,04,491",Developed user-centric frontend applications.,7/21/2023,FALSE,7/21/2026,976,TRUE
809,750,42,951,"1,15,478",Managed cross-functional agile teams.,2/24/2012,FALSE,2/24/2017,277,FALSE
810,869,,680,"3,15,241",Developed user-centric frontend applications.,8/23/2017,TRUE,,673,FALSE
811,205,,739,"348,11",Developed user-centric frontend applications.,12/29/2010,TRUE,,,FALSE
812,552,209,974,"56,302",Developed user-centric frontend applications.,11/19/2017,TRUE,,914,FALSE
813,287,859,333,203,Designed and deployed scalable backend services.,09-09-2013,TRUE,,521,TRUE
814,313,975,624,400,Designed and deployed scalable backend services.,12-07-2010,FALSE,12-07-2012,9,TRUE
815,474,,412,"2,49,290",Developed user-centric frontend applications.,10/14/2010,TRUE,,868,FALSE
816,882,,834,"3,23,255",Oversaw quality assurance and testing processes.,4/21/2014,FALSE,4/21/2015,552,FALSE
817,491,493,182,467,Oversaw quality assurance and testing processes.,7/19/2018,FALSE,7/19/2022,942,TRUE
818,872,779,801,"38,92,49,358",Developed user-centric frontend applications.,7/16/2017,TRUE,,557,FALSE
819,154,206,676,309,Developed user-centric frontend applications.,12/26/2010,TRUE,,193,TRUE
820,438,,87,128,Automated reporting and data visualization tasks.,03-02-2021,TRUE,,7,TRUE
821,164,564,76,"1,92,468",Designed and deployed scalable backend services.,12/14/2010,TRUE,,,FALSE
822,842,960,511,"13,94",Designed and deployed scalable backend services.,1/22/2020,TRUE,,229,FALSE
823,268,576,504,56,Oversaw quality assurance and testing processes.,6/26/2018,TRUE,,477,TRUE
824,556,498,80,"491,86",Developed user-centric frontend applications.,8/24/2017,TRUE,,415,TRUE
825,810,825,435,302,Managed cross-functional agile teams.,7/27/2012,FALSE,7/27/2013,455,FALSE
826,551,801,595,"130,480,7",Managed cross-functional agile teams.,06-05-2018,TRUE,,446,FALSE
827,836,260,14,"1,08,374",Managed cross-functional agile teams.,02-07-2020,TRUE,,512,FALSE
828,968,,383,"32,239",Automated reporting and data visualization tasks.,3/14/2021,FALSE,3/14/2026,476,TRUE
829,80,,162,"4,09,422",Developed user-centric frontend applications.,09-01-2013,TRUE,,204,TRUE
830,913,171,341,"2,50,451",Developed user-centric frontend applications.,5/24/2012,FALSE,5/24/2013,877,TRUE
831,895,952,825,"11,33,06,207",Led DevOps efforts across multiple environments.,6/27/2013,FALSE,6/27/2016,889,FALSE
832,551,59,965,"3,53,306",Developed user-centric frontend applications.,10-10-2012,TRUE,,33,FALSE
833,582,,630,"4,23,34,373",Oversaw quality assurance and testing processes.,06-10-2013,FALSE,06-10-2016,923,FALSE
834,407,,474,"198,93,6",Automated reporting and data visualization tasks.,10-06-2021,FALSE,10-06-2024,163,FALSE
835,432,546,883,"48,01,92,378",Automated reporting and data visualization tasks.,10/29/2015,TRUE,,168,TRUE
836,762,,2,56,Designed and deployed scalable backend services.,12/21/2018,FALSE,12/21/2023,811,FALSE
837,847,897,852,"40,21,28,486",Automated reporting and data visualization tasks.,11/18/2010,TRUE,,764,TRUE
838,843,,74,"4,45,161",Led DevOps efforts across multiple environments.,9/24/2018,FALSE,9/24/2022,19,TRUE
839,534,,780,"2,45,168",Designed and deployed scalable backend services.,03-09-2010,TRUE,,633,FALSE
840,727,,662,"46,385,84",Led DevOps efforts across multiple environments.,5/31/2020,TRUE,,79,TRUE
841,773,865,832,"335,82",Developed user-centric frontend applications.,9/20/2018,FALSE,9/20/2019,238,TRUE
842,530,545,905,405,Led DevOps efforts across multiple environments.,3/29/2011,FALSE,3/29/2013,312,FALSE
843,471,,101,"3,99,449",Automated reporting and data visualization tasks.,11-09-2013,TRUE,,266,FALSE
844,726,659,674,35,Managed cross-functional agile teams.,10/21/2016,TRUE,,729,TRUE
845,119,,956,"194,2,369",Led DevOps efforts across multiple environments.,02-03-2021,TRUE,,682,TRUE
846,716,,518,"1,99,265",Developed user-centric frontend applications.,10-11-2022,FALSE,10-11-2026,147,FALSE
847,361,,472,370,Managed cross-functional agile teams.,2/26/2010,FALSE,2/26/2015,,FALSE
848,807,,280,"3,03,259",Designed and deployed scalable backend services.,12-02-2012,FALSE,12-02-2013,505,TRUE
849,654,225,356,"3,54,473",Led DevOps efforts across multiple environments.,1/16/2017,FALSE,1/16/2021,,FALSE
850,956,367,688,"2,29,277",Developed user-centric frontend applications.,07-06-2015,FALSE,07-06-2019,268,TRUE
851,565,,29,"452,352,66",Managed cross-functional agile teams.,3/29/2019,TRUE,,737,TRUE
852,175,469,322,155,Oversaw quality assurance and testing processes.,08-07-2019,FALSE,08-07-2023,761,FALSE
853,488,270,881,169,Developed user-centric frontend applications.,12-04-2019,FALSE,12-04-2024,61,TRUE
854,698,,199,"1,58,247",Oversaw quality assurance and testing processes.,1/17/2010,TRUE,,504,TRUE
855,918,,730,"1,08,56,314",Managed cross-functional agile teams.,5/20/2014,TRUE,,,TRUE
856,302,759,523,"26,93,11,497",Developed user-centric frontend applications.,7/22/2012,FALSE,7/22/2015,55,TRUE
857,539,104,115,"2,90,408",Designed and deployed scalable backend services.,1/16/2015,TRUE,,918,FALSE
858,653,256,871,"3,02,20,227",Designed and deployed scalable backend services.,04-12-2018,TRUE,,519,TRUE
859,175,429,334,127,Designed and deployed scalable backend services.,11/24/2015,FALSE,11/24/2017,289,FALSE
860,859,297,916,92,Developed user-centric frontend applications.,4/26/2023,TRUE,,939,FALSE
861,633,,152,"3,76,391",Automated reporting and data visualization tasks.,07-01-2018,FALSE,07-01-2020,,TRUE
862,773,126,472,183,Developed user-centric frontend applications.,4/30/2011,TRUE,,654,FALSE
863,994,,277,342,Oversaw quality assurance and testing processes.,3/18/2010,FALSE,3/18/2011,831,TRUE
864,389,834,634,332,Automated reporting and data visualization tasks.,4/18/2023,FALSE,4/18/2028,767,FALSE
865,881,197,457,499,Automated reporting and data visualization tasks.,5/21/2010,TRUE,,878,TRUE
866,759,,414,69,Automated reporting and data visualization tasks.,9/28/2012,FALSE,9/28/2016,428,TRUE
867,419,657,967,"83,222",Oversaw quality assurance and testing processes.,03-04-2021,TRUE,,647,TRUE
868,791,458,948,87,Led DevOps efforts across multiple environments.,6/23/2016,FALSE,6/23/2021,699,FALSE
869,18,,647,268,Managed cross-functional agile teams.,06-02-2023,FALSE,06-02-2025,29,FALSE
870,496,3,745,"47,63,30,418",Automated reporting and data visualization tasks.,01-04-2014,TRUE,,86,TRUE
871,121,338,306,"324,67,37",Automated reporting and data visualization tasks.,4/13/2013,FALSE,4/13/2018,472,FALSE
872,3,800,618,"11,32,05,271",Oversaw quality assurance and testing processes.,3/29/2012,FALSE,3/29/2015,676,TRUE
873,606,,235,"24,72,00,109",Designed and deployed scalable backend services.,5/27/2022,FALSE,5/27/2025,,TRUE
874,928,,559,"44,42,21,352",Developed user-centric frontend applications.,05-04-2012,TRUE,,489,TRUE
875,413,440,972,325,Led DevOps efforts across multiple environments.,04-11-2013,FALSE,04-11-2018,,TRUE
876,176,446,454,"321,65",Designed and deployed scalable backend services.,04-09-2013,TRUE,,590,FALSE
877,364,593,908,92,Led DevOps efforts across multiple environments.,6/24/2022,TRUE,,664,FALSE
878,550,586,62,260,Oversaw quality assurance and testing processes.,10/29/2023,FALSE,10/29/2028,550,TRUE
879,775,855,457,"40,61,60,186",Oversaw quality assurance and testing processes.,8/25/2016,FALSE,8/25/2020,156,FALSE
880,517,367,447,"79,145",Developed user-centric frontend applications.,10-05-2023,TRUE,,709,TRUE
881,736,516,907,40,Managed cross-functional agile teams.,01-02-2011,FALSE,01-02-2015,165,TRUE
882,29,145,958,210,Developed user-centric frontend applications.,7/22/2019,TRUE,,13,FALSE
883,736,,501,"4,46,233",Automated reporting and data visualization tasks.,1/25/2014,TRUE,,,TRUE
884,216,841,246,388,Automated reporting and data visualization tasks.,4/22/2018,FALSE,4/22/2022,863,FALSE
885,21,314,242,"1,92,84,385",Automated reporting and data visualization tasks.,12-02-2011,TRUE,,709,FALSE
886,756,701,203,"6,01,77,258",Managed cross-functional agile teams.,8/20/2012,TRUE,,71,TRUE
887,480,,912,295,Automated reporting and data visualization tasks.,02-08-2023,FALSE,02-08-2027,961,TRUE
888,271,43,79,"27,22,16,372",Led DevOps efforts across multiple environments.,03-10-2019,TRUE,,,FALSE
889,833,497,472,"1,97,105",Designed and deployed scalable backend services.,7/30/2018,TRUE,,963,TRUE
890,156,184,680,"10,12,84,270",Automated reporting and data visualization tasks.,12/15/2023,FALSE,12/15/2026,282,TRUE
891,287,,665,"26,64,35,262",Designed and deployed scalable backend services.,1/27/2011,TRUE,,255,TRUE
892,763,387,74,"98,79,5",Automated reporting and data visualization tasks.,2/16/2021,FALSE,2/16/2024,78,TRUE
893,824,971,132,306,Oversaw quality assurance and testing processes.,02-04-2022,TRUE,,398,FALSE
894,370,309,648,"35,01,67,242",Automated reporting and data visualization tasks.,9/15/2018,TRUE,,831,FALSE
895,273,842,550,"7,71,46,204",Automated reporting and data visualization tasks.,10/23/2017,FALSE,10/23/2020,643,TRUE
896,830,,861,34,Oversaw quality assurance and testing processes.,03-12-2023,FALSE,03-12-2028,102,FALSE
897,848,288,460,452,Managed cross-functional agile teams.,2/17/2015,TRUE,,,FALSE
898,134,,325,"231,41,77",Led DevOps efforts across multiple environments.,11/30/2016,FALSE,11/30/2021,154,TRUE
899,536,898,350,121,Managed cross-functional agile teams.,8/25/2019,TRUE,,37,FALSE
900,928,697,809,"13,72,15,303",Designed and deployed scalable backend services.,04-10-2013,TRUE,,45,TRUE
901,616,,423,"46,42,25,453",Managed cross-functional agile teams.,09-07-2011,TRUE,,600,FALSE
902,931,,309,"3,62,193",Designed and deployed scalable backend services.,03-03-2017,FALSE,03-03-2018,807,TRUE
903,958,912,92,"4,12,268",Automated reporting and data visualization tasks.,1/18/2020,FALSE,1/18/2023,210,FALSE
904,630,695,170,"3,07,246",Developed user-centric frontend applications.,01-08-2018,FALSE,01-08-2021,534,FALSE
905,868,950,318,277,Led DevOps efforts across multiple environments.,4/29/2017,FALSE,4/29/2020,28,TRUE
906,246,567,819,"38,113",Developed user-centric frontend applications.,7/13/2021,TRUE,,,FALSE
907,684,569,520,"2,80,483",Developed user-centric frontend applications.,5/22/2017,TRUE,,,TRUE
908,523,135,491,"133,333,35",Designed and deployed scalable backend services.,3/17/2023,FALSE,3/17/2027,,TRUE
909,50,552,577,"4,72,330",Developed user-centric frontend applications.,4/28/2013,TRUE,,414,FALSE
910,880,,633,"4,22,289",Led DevOps efforts across multiple environments.,6/26/2021,FALSE,6/26/2024,42,FALSE
911,979,671,57,361,Automated reporting and data visualization tasks.,10-10-2023,FALSE,10-10-2024,853,FALSE
912,929,811,894,93,Designed and deployed scalable backend services.,07-08-2015,FALSE,07-08-2019,241,FALSE
913,877,531,743,"48,91,91,234",Managed cross-functional agile teams.,05-11-2013,FALSE,05-11-2016,862,TRUE
914,776,249,369,235,Automated reporting and data visualization tasks.,01-07-2012,FALSE,01-07-2016,691,FALSE
915,886,88,517,"2,22,467",Developed user-centric frontend applications.,6/27/2018,TRUE,,656,TRUE
916,374,394,899,101,Designed and deployed scalable backend services.,4/29/2018,TRUE,,905,TRUE
917,764,264,526,"2,05,232",Designed and deployed scalable backend services.,2/27/2021,FALSE,2/27/2024,117,FALSE
918,178,114,629,"1,66,160",Managed cross-functional agile teams.,02-06-2011,FALSE,02-06-2014,876,TRUE
919,158,441,750,86,Led DevOps efforts across multiple environments.,02-03-2014,TRUE,,87,FALSE
920,462,,647,"38,72,44,314",Developed user-centric frontend applications.,04-02-2013,TRUE,,38,TRUE
921,8,215,69,"326,187,68",Oversaw quality assurance and testing processes.,3/19/2010,FALSE,3/19/2014,672,TRUE
922,995,889,388,"1,44,209",Developed user-centric frontend applications.,12-03-2010,TRUE,,81,FALSE
923,976,928,612,"12,61,22,295",Developed user-centric frontend applications.,11/15/2015,FALSE,11/15/2016,854,FALSE
924,668,204,141,122,Automated reporting and data visualization tasks.,9/15/2017,TRUE,,176,FALSE
925,274,,645,"4,66,325",Developed user-centric frontend applications.,01-05-2019,FALSE,01-05-2022,,FALSE
926,932,,921,"8,37",Designed and deployed scalable backend services.,1/26/2020,TRUE,,785,TRUE
927,615,806,731,"3,68,145",Developed user-centric frontend applications.,2/19/2013,FALSE,2/19/2017,,FALSE
928,577,,812,"8,406",Developed user-centric frontend applications.,12-06-2012,TRUE,,826,FALSE
929,716,,296,232,Automated reporting and data visualization tasks.,5/19/2023,TRUE,,901,FALSE
930,50,745,464,436,Oversaw quality assurance and testing processes.,5/17/2019,FALSE,5/17/2020,165,FALSE
931,14,397,144,273,Led DevOps efforts across multiple environments.,3/14/2015,TRUE,,897,FALSE
932,428,159,993,"12,23,55,143",Managed cross-functional agile teams.,03-11-2023,FALSE,03-11-2026,68,TRUE
933,213,,845,"28,41,72,457",Managed cross-functional agile teams.,9/25/2020,FALSE,9/25/2023,,TRUE
934,751,544,272,"3,14,71,207",Led DevOps efforts across multiple environments.,2/22/2011,FALSE,2/22/2012,,FALSE
935,755,198,13,"453,11",Oversaw quality assurance and testing processes.,11/22/2014,TRUE,,944,TRUE
936,308,,620,75,Developed user-centric frontend applications.,03-07-2017,FALSE,03-07-2022,438,FALSE
937,156,,294,"3,24,12,141",Developed user-centric frontend applications.,9/23/2016,TRUE,,232,TRUE
938,537,88,104,"3,88,295",Automated reporting and data visualization tasks.,09-03-2017,FALSE,09-03-2021,806,TRUE
939,518,125,502,"107,29",Led DevOps efforts across multiple environments.,08-06-2018,FALSE,08-06-2023,225,FALSE
940,310,40,358,1,Oversaw quality assurance and testing processes.,12/29/2015,FALSE,12/29/2017,163,TRUE
941,607,86,753,"11,04,86,296",Oversaw quality assurance and testing processes.,6/19/2022,FALSE,6/19/2026,766,TRUE
942,708,,541,"16,03,49,359",Automated reporting and data visualization tasks.,5/22/2017,TRUE,,229,TRUE
943,429,119,24,214,Oversaw quality assurance and testing processes.,4/18/2017,FALSE,4/18/2020,200,FALSE
944,676,265,562,219,Led DevOps efforts across multiple environments.,3/21/2012,TRUE,,82,FALSE
945,345,,383,"7,61,27,468",Designed and deployed scalable backend services.,9/25/2017,TRUE,,753,TRUE
946,938,459,986,"3,16,396",Automated reporting and data visualization tasks.,7/13/2011,FALSE,7/13/2013,,TRUE
947,658,,410,"356,53",Led DevOps efforts across multiple environments.,11-10-2018,TRUE,,707,TRUE
948,809,,180,"1,36,417",Led DevOps efforts across multiple environments.,03-12-2017,TRUE,,,FALSE
949,385,,574,"344,222,22",Oversaw quality assurance and testing processes.,11/16/2012,FALSE,11/16/2017,679,TRUE
950,715,,121,175,Developed user-centric frontend applications.,05-10-2014,TRUE,,96,TRUE
951,425,,303,"3,10,419",Oversaw quality assurance and testing processes.,1/16/2020,FALSE,1/16/2023,,TRUE
952,10,,669,"43,34,94,130",Led DevOps efforts across multiple environments.,2/22/2011,TRUE,,497,FALSE
953,440,400,260,"1,23,415",Designed and deployed scalable backend services.,12-09-2023,TRUE,,,FALSE
954,419,161,818,450,Developed user-centric frontend applications.,4/21/2014,FALSE,4/21/2018,683,TRUE
955,214,819,814,"17,73,08,499",Designed and deployed scalable backend services.,6/17/2018,FALSE,6/17/2023,754,FALSE
956,959,,705,"4,18,445",Designed and deployed scalable backend services.,6/16/2015,TRUE,,,TRUE
957,496,,905,"3,99,330",Automated reporting and data visualization tasks.,11-03-2016,FALSE,11-03-2020,362,TRUE
958,752,431,887,141,Led DevOps efforts across multiple environments.,01-10-2020,TRUE,,,TRUE
959,487,,452,"28,44,88,156",Led DevOps efforts across multiple environments.,8/21/2022,TRUE,,455,FALSE
960,570,428,634,423,Led DevOps efforts across multiple environments.,07-07-2014,TRUE,,256,TRUE
961,510,,153,86,Oversaw quality assurance and testing processes.,05-06-2017,FALSE,05-06-2020,222,FALSE
962,404,520,770,"15,93,05,437",Managed cross-functional agile teams.,07-09-2010,TRUE,,618,FALSE
963,403,368,914,"80,250",Designed and deployed scalable backend services.,5/20/2020,FALSE,5/20/2023,,TRUE
964,302,721,833,"206,32",Managed cross-functional agile teams.,5/20/2012,TRUE,,551,FALSE
965,940,657,310,"41,04,68,423",Automated reporting and data visualization tasks.,04-01-2016,TRUE,,968,FALSE
966,776,,752,62,Developed user-centric frontend applications.,08-08-2014,TRUE,,866,TRUE
967,720,846,80,"20,12,71,403",Led DevOps efforts across multiple environments.,7/23/2014,FALSE,7/23/2019,,FALSE
968,768,773,511,240,Oversaw quality assurance and testing processes.,12/25/2016,TRUE,,399,FALSE
969,215,231,819,"23,53,14,225",Oversaw quality assurance and testing processes.,1/30/2010,TRUE,,815,TRUE
970,327,,471,"24,83,11,288",Oversaw quality assurance and testing processes.,12/17/2020,FALSE,12/17/2021,488,FALSE
971,394,,177,"2,17,361",Oversaw quality assurance and testing processes.,8/28/2023,FALSE,8/28/2024,,FALSE
972,566,933,265,"66,33,123",Oversaw quality assurance and testing processes.,11/17/2015,FALSE,11/17/2020,384,TRUE
973,901,338,843,"32,64,91,312",Managed cross-functional agile teams.,02-03-2012,FALSE,02-03-2015,146,TRUE
974,824,503,61,"32,61,35,158",Led DevOps efforts across multiple environments.,02-06-2015,TRUE,,344,FALSE
975,862,786,488,390,Developed user-centric frontend applications.,06-09-2018,TRUE,,58,TRUE
976,630,,81,358,Led DevOps efforts across multiple environments.,11-07-2018,TRUE,,811,TRUE
977,377,749,780,"4,49,473",Designed and deployed scalable backend services.,2/13/2014,FALSE,2/13/2019,254,FALSE
978,677,,362,82,Managed cross-functional agile teams.,12-06-2019,FALSE,12-06-2023,2,TRUE
979,186,932,510,344,Managed cross-functional agile teams.,08-01-2021,TRUE,,814,TRUE
980,471,376,529,492,Automated reporting and data visualization tasks.,4/19/2015,TRUE,,534,TRUE
981,609,,563,"4,31,439",Oversaw quality assurance and testing processes.,11-07-2015,TRUE,,540,TRUE
982,586,,972,498,Managed cross-functional agile teams.,12-02-2017,TRUE,,,FALSE
983,273,,308,"61,63,110",Developed user-centric frontend applications.,04-12-2013,FALSE,04-12-2017,,FALSE
984,758,,699,213,Automated reporting and data visualization tasks.,12/15/2023,TRUE,,343,TRUE
985,28,,636,"1,71,241",Designed and deployed scalable backend services.,10/23/2014,TRUE,,443,FALSE
986,133,,897,"152,12",Designed and deployed scalable backend services.,12/31/2017,TRUE,,,TRUE
987,416,,625,"22,94,69,254",Designed and deployed scalable backend services.,01-03-2020,FALSE,01-03-2025,208,FALSE
988,638,,798,"1,96,212",Managed cross-functional agile teams.,08-12-2021,FALSE,08-12-2025,,TRUE
989,457,360,257,"37,61,39,403",Led DevOps efforts across multiple environments.,01-08-2014,FALSE,01-08-2017,349,TRUE
990,323,,631,"4,89,292",Oversaw quality assurance and testing processes.,10/13/2023,FALSE,10/13/2028,463,FALSE
991,922,425,971,"3,34,471",Oversaw quality assurance and testing processes.,12/31/2011,FALSE,12/31/2015,,FALSE
992,459,,668,"4,76,288",Developed user-centric frontend applications.,08-09-2011,TRUE,,,FALSE
993,652,,658,"403,193,12",Automated reporting and data visualization tasks.,8/15/2018,TRUE,,663,TRUE
994,654,948,546,"22,82,46,338",Developed user-centric frontend applications.,10/25/2013,TRUE,,184,FALSE
995,742,318,909,301,Developed user-centric frontend applications.,03-07-2020,FALSE,03-07-2025,191,TRUE
996,994,746,658,51,Designed and deployed scalable backend services.,11-09-2012,FALSE,11-09-2015,719,TRUE
997,121,,97,"27,64,14,152",Managed cross-functional agile teams.,2/19/2022,FALSE,2/19/2024,452,FALSE
998,759,,945,"1,12,120",Developed user-centric frontend applications.,10/31/2010,TRUE,,813,FALSE
999,685,500,30,"226,398,21",Designed and deployed scalable backend services.,1/18/2012,FALSE,1/18/2017,408,TRUE
1000,581,15,317,489,Designed and deployed scalable backend services.,12/18/2013,FALSE,12/18/2017,181,FALSE
